POI,Lon,Lat
street_Castellana,-3.693926347,40.4013026
street_Castellana,-3.693980246,40.40074849
street_Castellana,-3.694052111,40.4002491
street_Castellana,-3.694088044,40.39970182
street_Castellana,-3.694168892,40.39914769
street_Castellana,-3.694222791,40.39851831
street_Castellana,-3.69430364,40.3979026
street_Castellana,-3.694366522,40.3972732
street_Castellana,-3.694438387,40.39660275
street_Castellana,-3.694501269,40.3959323
street_Castellana,-3.694582117,40.39535077
street_Castellana,-3.694636016,40.39481029
street_Castellana,-3.694671949,40.39427665
street_Castellana,-3.694752797,40.39372248
street_Castellana,-3.694806696,40.39318883
street_Castellana,-3.694869578,40.39273043
street_Castellana,-3.694896528,40.39227203
street_Castellana,-3.694941443,40.39182731
street_Castellana,-3.694977376,40.39151943
street_Castellana,-3.695031275,40.39119102
street_Castellana,-3.695049241,40.39091734
