LOCATIONID,LOCATIONNAME,ZONELEVELID,geometry
0-EU-ES-46-02-002-250-12-005,Penya-Roja,8,-0.359611|-0.360016|-0.359838|-0.359713|-0.359454|-0.358433|-0.358008|-0.357912|-0.355849|-0.354242|-0.354059|-0.352914|-0.351998|-0.350962|-0.349812|-0.346152|-0.345135|-0.341901|-0.341699|-0.341529|-0.341398|-0.341207|-0.340889|-0.340844|-0.342126|-0.343035|-0.343965|-0.342299|-0.343403|-0.345455|-0.347574|-0.347958|-0.349202|-0.350108|-0.352567|-0.352578|-0.352431|-0.352234|-0.354189|-0.35395|-0.354689|-0.354785|-0.35518|-0.355905|-0.356232|-0.356515|-0.357144|-0.357421|-0.358023|-0.358787|-0.359611|39.463445|39.463342|39.462733|39.462332|39.461986|39.460689|39.460138|39.460036|39.459252|39.458645|39.458571|39.457877|39.457318|39.456691|39.455973|39.45438|39.453924|39.45394|39.453926|39.454856|39.455598|39.456402|39.457637|39.457811|39.45809|39.458297|39.458493|39.45952|39.459814|39.460313|39.460822|39.460916|39.461297|39.461554|39.462232|39.462261|39.462633|39.463107|39.463704|39.464206|39.464384|39.464228|39.464513|39.46503|39.465253|39.465466|39.465917|39.465372|39.464109|39.463641|39.463445
0-EU-ES-46-02-002-250-13-003,L'Amistat,8,-0.348353|-0.352035|-0.352524|-0.353235|-0.353974|-0.354398|-0.353604|-0.352564|-0.351606|-0.350672|-0.349694|-0.349476|-0.348828|-0.348379|-0.34806|-0.34772|-0.34765|-0.347871|-0.348353|39.474073|39.475225|39.475227|39.473833|39.472365|39.471519|39.471281|39.470964|39.47069|39.470402|39.470112|39.470047|39.471621|39.472705|39.473473|39.473812|39.474028|39.474035|39.474073
0-EU-ES-46-02-002-250-06-001,Exposició,8,-0.365948|-0.365605|-0.365207|-0.36462|-0.363769|-0.36267|-0.361603|-0.360673|-0.360448|-0.359984|-0.359356|-0.358571|-0.358083|-0.358417|-0.359509|-0.360553|-0.361863|-0.362639|-0.365156|-0.36636|-0.366707|-0.366943|-0.367343|-0.36754|-0.368125|-0.367626|-0.366782|-0.365948|39.474391|39.473964|39.473468|39.473706|39.474189|39.473883|39.473586|39.473319|39.473761|39.474731|39.474548|39.476052|39.476995|39.477091|39.477402|39.477693|39.478098|39.478325|39.479065|39.479413|39.478701|39.478217|39.477385|39.477242|39.4771|39.476483|39.475431|39.474391
0-EU-ES-46-02-002-250-05-004,Tormos,8,-0.385586|-0.386176|-0.385742|-0.385538|-0.383742|-0.381563|-0.380245|-0.37943|-0.378966|-0.378774|-0.378225|-0.378089|-0.377808|-0.377299|-0.37682|-0.37606|-0.374842|-0.37436|-0.37412|-0.374231|-0.376025|-0.378191|-0.380288|-0.382261|-0.384691|-0.385586|39.489507|39.489376|39.489209|39.489135|39.488323|39.487276|39.487529|39.487685|39.486446|39.486375|39.486335|39.486309|39.486712|39.487444|39.488081|39.489133|39.490818|39.491565|39.491991|39.492012|39.491608|39.49112|39.490652|39.490215|39.489678|39.489507
0-EU-ES-46-02-002-250-05-005,Sant Antoni,8,-0.373636|-0.37412|-0.374362|-0.374849|-0.376862|-0.377298|-0.375978|-0.376274|-0.375701|-0.374504|-0.372797|-0.372428|-0.371838|-0.371615|-0.371319|-0.369788|-0.369736|-0.369301|-0.36921|-0.368402|-0.369949|-0.371259|-0.372491|-0.373449|-0.373636|39.491893|39.491991|39.491561|39.490809|39.488024|39.487444|39.48693|39.486384|39.486429|39.486543|39.486697|39.4867|39.486562|39.486416|39.487161|39.486881|39.486963|39.487292|39.487361|39.487971|39.489113|39.490083|39.491018|39.491751|39.491893
0-EU-ES-46-02-002-250-12-003,La Creu del Grau,8,-0.340843|-0.340077|-0.33935|-0.338819|-0.338667|-0.339537|-0.340933|-0.341985|-0.342783|-0.344017|-0.344586|-0.346195|-0.346512|-0.347375|-0.348645|-0.348773|-0.349591|-0.350181|-0.350557|-0.350772|-0.351007|-0.351159|-0.351559|-0.351067|-0.350171|-0.349199|-0.348916|-0.347958|-0.34767|-0.345576|-0.343383|-0.342299|-0.343964|-0.343475|-0.342844|-0.342298|-0.340843|39.45781|39.460841|39.461319|39.461663|39.461761|39.46202|39.462435|39.462747|39.462986|39.463348|39.463515|39.463993|39.464087|39.464341|39.464716|39.464456|39.464685|39.464852|39.464063|39.46363|39.463131|39.462807|39.461955|39.461819|39.461572|39.461296|39.461209|39.460916|39.460845|39.460342|39.459809|39.45952|39.458494|39.45839|39.458253|39.458129|39.45781
0-EU-ES-46-02-002-250-12-001,Aiora,8,-0.335384|-0.335404|-0.337329|-0.338149|-0.338746|-0.339759|-0.34019|-0.341459|-0.34191|-0.342723|-0.343326|-0.34353|-0.343625|-0.343736|-0.344012|-0.344386|-0.344663|-0.344718|-0.345382|-0.345866|-0.346352|-0.346962|-0.347237|-0.348111|-0.348382|-0.348814|-0.349412|-0.349865|-0.350467|-0.351294|-0.35016|-0.348657|-0.34637|-0.34532|-0.344016|-0.342736|-0.341569|-0.340221|-0.338667|-0.338373|-0.337858|-0.337249|-0.336385|-0.335936|-0.335509|-0.335384|39.46597|39.465975|39.466539|39.466778|39.466954|39.467254|39.467382|39.467748|39.467877|39.468107|39.468275|39.468458|39.468573|39.468706|39.468789|39.468648|39.468629|39.46866|39.468852|39.468995|39.469133|39.46932|39.469402|39.469646|39.469726|39.468758|39.468924|39.469049|39.467554|39.465523|39.465201|39.464719|39.464045|39.463731|39.463348|39.462972|39.462623|39.462224|39.461761|39.461976|39.462406|39.462924|39.463991|39.464685|39.465646|39.46597
0-EU-ES-46-02-002-250-06-002,Mestalla,8,-0.358083|-0.358811|-0.359356|-0.359984|-0.360205|-0.360462|-0.360673|-0.361506|-0.363769|-0.364233|-0.364621|-0.365207|-0.366841|-0.366582|-0.366288|-0.365666|-0.365148|-0.365212|-0.364214|-0.363449|-0.362775|-0.36225|-0.362133|-0.361465|-0.360943|-0.360017|-0.359601|-0.358787|-0.358023|-0.357594|-0.357426|-0.357143|-0.356934|-0.356614|-0.356412|-0.355827|-0.355329|-0.354549|-0.353904|-0.353193|-0.352524|-0.353837|-0.356245|-0.358083|39.476995|39.475588|39.474548|39.474731|39.474269|39.473733|39.473319|39.473558|39.474189|39.473925|39.473706|39.473468|39.472728|39.472423|39.472082|39.471348|39.470748|39.470603|39.468999|39.467758|39.466664|39.465805|39.465611|39.464255|39.463187|39.463343|39.463447|39.463641|39.464109|39.46501|39.465361|39.465917|39.466356|39.467015|39.467466|39.468746|39.4697|39.471219|39.472503|39.473917|39.475226|39.475701|39.476425|39.476995
0-EU-ES-46-02-002-250-06-004,Ciutat Universitària,8,-0.365156|-0.362835|-0.361833|-0.36059|-0.359716|-0.358083|-0.356812|-0.35613|-0.353837|-0.353282|-0.352743|-0.354578|-0.354769|-0.355116|-0.355496|-0.355981|-0.356672|-0.358094|-0.358356|-0.359413|-0.359504|-0.359968|-0.360717|-0.361244|-0.364471|-0.365156|39.479065|39.478383|39.47809|39.477703|39.47746|39.476995|39.476601|39.476391|39.475701|39.476841|39.477962|39.478567|39.478169|39.478289|39.47842|39.478774|39.479293|39.480347|39.480541|39.481337|39.481405|39.481066|39.48054|39.479443|39.480413|39.479065
0-EU-ES-46-02-002-250-12-004,Camí Fondo,8,-0.356988|-0.357143|-0.356796|-0.356508|-0.356239|-0.355975|-0.355182|-0.354785|-0.354689|-0.35395|-0.354189|-0.352234|-0.352393|-0.352484|-0.352578|-0.352567|-0.351938|-0.351559|-0.350772|-0.350554|-0.350181|-0.349246|-0.34896|-0.348773|-0.348645|-0.349729|-0.350158|-0.350585|-0.351293|-0.351491|-0.352198|-0.354345|-0.356059|-0.356614|-0.356988|39.466245|39.465916|39.465667|39.465461|39.465258|39.465077|39.464514|39.464228|39.464383|39.464206|39.463704|39.463107|39.462725|39.462498|39.462261|39.462232|39.462059|39.461955|39.46363|39.464068|39.464852|39.464588|39.464509|39.464456|39.464716|39.465063|39.4652|39.465322|39.465523|39.465578|39.465775|39.466352|39.466853|39.467015|39.466245
0-EU-ES-46-02-002-250-13-002,Ciutat Jardí,8,-0.340023|-0.341032|-0.341779|-0.342405|-0.342843|-0.343092|-0.343995|-0.344576|-0.345983|-0.347196|-0.347622|-0.347668|-0.34765|-0.34772|-0.348061|-0.348848|-0.349476|-0.349257|-0.348112|-0.347187|-0.346356|-0.345878|-0.345446|-0.344718|-0.344663|-0.344384|-0.344012|-0.343877|-0.34362|-0.342677|-0.342387|-0.342286|-0.342082|-0.34177|-0.341448|-0.341269|-0.340932|-0.340719|-0.340371|-0.340138|-0.339913|-0.340717|-0.340207|-0.340023|39.473528|39.473797|39.474004|39.474178|39.474295|39.474361|39.474597|39.474746|39.475121|39.475512|39.47443|39.474268|39.474028|39.473812|39.473472|39.471572|39.470047|39.469983|39.469646|39.469388|39.469134|39.469|39.468871|39.46866|39.468629|39.468648|39.468789|39.468749|39.469277|39.471222|39.471829|39.472024|39.471964|39.471856|39.471758|39.471718|39.471614|39.471545|39.471445|39.471378|39.471909|39.472162|39.473136|39.473528
0-EU-ES-46-02-002-250-07-004,La Fontsanta,8,-0.405669|-0.405704|-0.40611|-0.406142|-0.40618|-0.406208|-0.406126|-0.405844|-0.405688|-0.405808|-0.406834|-0.408472|-0.410504|-0.410093|-0.40999|-0.411969|-0.412175|-0.412885|-0.412499|-0.40744|-0.406308|-0.406171|-0.406121|-0.405889|-0.405829|-0.405669|39.463557|39.463843|39.467083|39.467346|39.467683|39.46794|39.46849|39.469378|39.469787|39.469797|39.469874|39.469856|39.469722|39.467133|39.466046|39.46591|39.465659|39.463044|39.463056|39.463197|39.463226|39.463292|39.463316|39.463437|39.463469|39.463557
0-EU-ES-46-02-002-250-08-001,Patraix,8,-0.395508|-0.395351|-0.39492|-0.394452|-0.395309|-0.396021|-0.397416|-0.397394|-0.397355|-0.397338|-0.395981|-0.394109|-0.3929|-0.391521|-0.390337|-0.389662|-0.388997|-0.388229|-0.388383|-0.387495|-0.387647|-0.387977|-0.387282|-0.386912|-0.390077|-0.392579|-0.395508|39.467955|39.467584|39.466496|39.465342|39.464592|39.463943|39.463902|39.463543|39.46299|39.462788|39.461596|39.459862|39.458777|39.457536|39.45647|39.457506|39.458525|39.459637|39.460396|39.461476|39.461705|39.462191|39.462507|39.462662|39.467022|39.467444|39.467955
0-EU-ES-46-02-002-250-15-002,Torrefiel,8,-0.374231|-0.37412|-0.374001|-0.373697|-0.373233|-0.372938|-0.372719|-0.372573|-0.372413|-0.371974|-0.371567|-0.371052|-0.370233|-0.371013|-0.370788|-0.371845|-0.371069|-0.372513|-0.375787|-0.37677|-0.37864|-0.381346|-0.381334|-0.381331|-0.380681|-0.380353|-0.380055|-0.38175|-0.383227|-0.382717|-0.382292|-0.382151|-0.380544|-0.378361|-0.376891|-0.374231|39.492012|39.491991|39.491967|39.492473|39.493255|39.493751|39.494125|39.494241|39.494289|39.494639|39.495202|39.494916|39.496018|39.496322|39.496795|39.497036|39.498637|39.498964|39.499706|39.499677|39.499568|39.498896|39.497653|39.497345|39.495761|39.494961|39.493921|39.493547|39.493243|39.491802|39.490617|39.490239|39.490596|39.491083|39.491413|39.492012
0-EU-ES-46-02-002-250-13-004,La Vega Baixa,8,-0.347199|-0.34645|-0.348526|-0.348455|-0.349989|-0.350609|-0.35129|-0.3513|-0.351453|-0.35152|-0.352641|-0.352743|-0.35329|-0.353837|-0.352525|-0.352036|-0.350953|-0.348353|-0.347873|-0.34765|-0.347668|-0.347621|-0.347199|39.475507|39.477288|39.477297|39.478244|39.47822|39.47822|39.478235|39.478114|39.477766|39.477664|39.477928|39.477962|39.476826|39.475701|39.475227|39.475225|39.474886|39.474073|39.474035|39.474028|39.474268|39.474431|39.475507
0-EU-ES-46-02-002-250-08-002,Sant Isidre,8,-0.401899|-0.402388|-0.403283|-0.405112|-0.407134|-0.408653|-0.410117|-0.409192|-0.406288|-0.405223|-0.402664|-0.401669|-0.399581|-0.399747|-0.400103|-0.400417|-0.401899|39.457288|39.458098|39.457347|39.455759|39.454151|39.453037|39.451959|39.450702|39.446701|39.448298|39.450975|39.451844|39.453579|39.453817|39.454364|39.454855|39.457288
0-EU-ES-46-02-002-250-08-003,Vara de Quart,8,-0.397416|-0.400231|-0.402425|-0.404946|-0.405669|-0.405839|-0.406114|-0.406308|-0.407975|-0.409796|-0.412885|-0.413736|-0.414781|-0.412624|-0.410118|-0.407116|-0.405058|-0.403447|-0.402395|-0.40089|-0.398727|-0.397338|-0.397355|-0.397416|39.463902|39.463789|39.463693|39.463578|39.463557|39.463463|39.46332|39.463226|39.463183|39.463132|39.463044|39.45998|39.457238|39.455247|39.451956|39.454166|39.455802|39.457209|39.458092|39.459501|39.461504|39.462788|39.462984|39.463902
0-EU-ES-46-02-002-250-07-002,Soternes,8,-0.406239|-0.405716|-0.405687|-0.405339|-0.405243|-0.405467|-0.405602|-0.405908|-0.406055|-0.406579|-0.407922|-0.4088|-0.407669|-0.407095|-0.406943|-0.406909|-0.407137|-0.410184|-0.410902|-0.41107|-0.411898|-0.412233|-0.412511|-0.413558|-0.414888|-0.415656|-0.416433|-0.41726|-0.414071|-0.410504|-0.410084|-0.408478|-0.406833|-0.406239|39.469829|39.469789|39.469787|39.470468|39.47109|39.472167|39.473124|39.474387|39.474313|39.474234|39.474039|39.474039|39.473746|39.473642|39.473257|39.472768|39.472716|39.472593|39.472567|39.472515|39.471576|39.471318|39.471168|39.470908|39.47025|39.469872|39.469631|39.469181|39.46947|39.469722|39.469749|39.469856|39.469874|39.469829
0-EU-ES-46-02-002-250-08-004,Safranar,8,-0.399758|-0.399581|-0.398315|-0.39724|-0.396935|-0.396619|-0.396312|-0.395781|-0.394766|-0.393288|-0.392411|-0.3916|-0.390566|-0.390337|-0.391786|-0.393164|-0.39424|-0.395996|-0.397338|-0.398384|-0.400611|-0.401691|-0.402162|-0.402388|-0.401619|-0.400809|-0.400151|-0.399758|39.453833|39.453579|39.45463|39.455444|39.455577|39.455733|39.455886|39.456096|39.456246|39.456331|39.456381|39.456427|39.456465|39.45647|39.457774|39.459014|39.459983|39.461609|39.462788|39.461821|39.459761|39.458753|39.458312|39.458098|39.456821|39.455496|39.454438|39.453833
0-EU-ES-46-02-002-250-07-003,Tres Forques,8,-0.395509|-0.395994|-0.397526|-0.399551|-0.399904|-0.401179|-0.402685|-0.405035|-0.405687|-0.405844|-0.406126|-0.406208|-0.406144|-0.405921|-0.405669|-0.404955|-0.403485|-0.402048|-0.400726|-0.398743|-0.397416|-0.396021|-0.395326|-0.394452|-0.395009|-0.395352|-0.395509|39.467959|39.46807|39.468357|39.468731|39.468796|39.469035|39.469317|39.469653|39.469787|39.469379|39.46849|39.46794|39.467345|39.465583|39.463557|39.463577|39.463645|39.463709|39.463768|39.463849|39.463903|39.463943|39.464577|39.465342|39.46672|39.467586|39.467959
0-EU-ES-46-02-002-250-16-001,Benicalap,8,-0.38513|-0.38469|-0.383424|-0.382151|-0.38225|-0.382401|-0.38252|-0.382839|-0.383227|-0.386301|-0.387898|-0.388526|-0.390499|-0.39112|-0.393912|-0.39438|-0.395716|-0.396652|-0.397013|-0.397628|-0.398232|-0.399678|-0.400023|-0.402492|-0.399558|-0.398017|-0.396162|-0.395302|-0.394865|-0.393729|-0.393421|-0.392555|-0.393054|-0.393273|-0.393479|-0.392713|-0.391614|-0.390431|-0.389523|-0.38945|-0.387006|-0.385574|-0.38513|39.489594|39.489678|39.489958|39.490239|39.490502|39.490918|39.491251|39.492145|39.493243|39.492552|39.49309|39.493303|39.494026|39.4943|39.497113|39.496861|39.496062|39.495496|39.495825|39.495439|39.495989|39.495195|39.495651|39.494628|39.490527|39.488372|39.485772|39.484591|39.484766|39.485255|39.485386|39.485757|39.486413|39.486695|39.486958|39.487297|39.487749|39.488239|39.488626|39.48864|39.489193|39.489509|39.489594
0-EU-ES-46-02-002-250-14-002,Camí de Vera,8,-0.360267|-0.360136|-0.359015|-0.359287|-0.357583|-0.35761|-0.356955|-0.356386|-0.356265|-0.356268|-0.35642|-0.355333|-0.354605|-0.354718|-0.354845|-0.354076|-0.35425|-0.354378|-0.352283|-0.352181|-0.351917|-0.351453|-0.351408|-0.35083|-0.350587|-0.350417|-0.349296|-0.346939|-0.342962|-0.342699|-0.342245|-0.344106|-0.346694|-0.34899|-0.3495|-0.350559|-0.351752|-0.353826|-0.354754|-0.355592|-0.356512|-0.357706|-0.357905|-0.358593|-0.358761|-0.358967|-0.359096|-0.359411|-0.360267|39.489026|39.489009|39.488859|39.487467|39.487224|39.48707|39.487023|39.486986|39.486911|39.486843|39.485953|39.485853|39.48579|39.485168|39.484468|39.484393|39.483271|39.482438|39.481786|39.481754|39.481674|39.481534|39.48156|39.481904|39.482049|39.482155|39.482861|39.484355|39.486866|39.487031|39.487308|39.487687|39.488244|39.488745|39.48886|39.489087|39.489347|39.49105|39.491793|39.492482|39.493227|39.494188|39.49374|39.492474|39.492165|39.491637|39.491401|39.490732|39.489026
0-EU-ES-46-02-002-250-09-002,L'Hort de Senabre,8,-0.384488|-0.384463|-0.385435|-0.385595|-0.386466|-0.387152|-0.38726|-0.38809|-0.388862|-0.389213|-0.390353|-0.390574|-0.391316|-0.392365|-0.393156|-0.394082|-0.394874|-0.39554|-0.396022|-0.396059|-0.395969|-0.392297|-0.389716|-0.389639|-0.389352|-0.388914|-0.388735|-0.388534|-0.38832|-0.387546|-0.384657|-0.384488|39.453395|39.453531|39.453758|39.453794|39.454362|39.454809|39.45488|39.455271|39.455643|39.455832|39.456446|39.456113|39.454997|39.453417|39.452219|39.450877|39.449761|39.448825|39.448091|39.447908|39.447574|39.447654|39.447734|39.447917|39.449291|39.451271|39.452176|39.453089|39.453055|39.452935|39.452527|39.453395
0-EU-ES-46-02-002-250-09-003,La Creu Coberta,8,-0.381121|-0.381391|-0.381693|-0.382243|-0.382892|-0.383423|-0.383897|-0.384121|-0.384228|-0.384371|-0.384463|-0.384547|-0.384657|-0.384837|-0.385749|-0.386718|-0.387527|-0.388194|-0.388534|-0.388722|-0.388803|-0.388911|-0.389126|-0.389363|-0.389572|-0.389639|-0.389716|-0.388493|-0.387488|-0.387001|-0.386693|-0.385877|-0.386087|-0.385879|-0.384914|-0.383794|-0.383689|-0.383027|-0.382662|-0.382457|-0.382214|-0.381748|-0.381121|39.454578|39.454626|39.454688|39.454777|39.454882|39.454967|39.455052|39.455092|39.45463|39.453956|39.453529|39.453087|39.452528|39.452552|39.452683|39.452816|39.452931|39.453035|39.453089|39.452244|39.451844|39.451288|39.450352|39.449239|39.448257|39.447917|39.447734|39.447762|39.447794|39.447807|39.447811|39.447813|39.447166|39.447133|39.446985|39.446764|39.447074|39.449063|39.450158|39.450772|39.451448|39.452759|39.454578
0-EU-ES-46-02-002-250-09-001,La Raiosa,8,-0.385878|-0.386911|-0.387285|-0.387632|-0.387978|-0.38772|-0.387495|-0.387848|-0.388383|-0.388333|-0.388229|-0.388401|-0.389008|-0.389937|-0.390353|-0.389608|-0.388859|-0.387915|-0.387392|-0.387263|-0.385595|-0.385009|-0.384463|-0.38424|-0.38412|-0.383406|-0.381684|-0.381404|-0.381121|-0.380885|-0.381069|-0.381352|-0.381974|-0.382598|-0.383551|-0.383483|-0.383168|-0.382906|-0.383035|-0.383147|-0.383437|-0.384646|-0.385878|39.461171|39.462662|39.462506|39.462348|39.462191|39.461813|39.461476|39.461046|39.460396|39.460147|39.459637|39.459387|39.458508|39.457085|39.456447|39.456045|39.455641|39.455187|39.454941|39.454881|39.453795|39.453659|39.453531|39.454567|39.455092|39.454964|39.454686|39.454628|39.454577|39.455298|39.455359|39.455443|39.455789|39.45662|39.457886|39.458091|39.459066|39.459859|39.459952|39.460038|39.459908|39.459365|39.461171
0-EU-ES-46-02-002-250-09-004,Sant Marcellí,8,-0.386087|-0.385927|-0.385877|-0.386713|-0.387234|-0.388546|-0.389716|-0.391115|-0.39232|-0.392263|-0.392506|-0.392904|-0.393409|-0.39367|-0.394325|-0.393726|-0.392867|-0.392434|-0.39176|-0.390201|-0.389426|-0.388927|-0.388424|-0.388191|-0.387952|-0.387761|-0.387605|-0.386575|-0.386115|-0.386087|39.447165|39.44766|39.447814|39.447812|39.447802|39.44776|39.447734|39.447691|39.447653|39.447412|39.446752|39.445728|39.444446|39.443698|39.442066|39.441874|39.442202|39.442259|39.44233|39.442352|39.442344|39.442378|39.442458|39.442562|39.442743|39.443023|39.443331|39.445875|39.447101|39.447165
0-EU-ES-46-02-002-250-04-005,Beniferri,8,-0.401746|-0.404117|-0.404977|-0.404834|-0.406361|-0.409395|-0.408227|-0.407899|-0.407608|-0.407349|-0.406856|-0.405424|-0.404402|-0.404169|-0.403368|-0.402492|-0.401532|-0.400603|-0.400021|-0.399678|-0.398949|-0.398232|-0.398458|-0.398813|-0.399539|-0.400341|-0.401004|-0.401165|-0.40143|-0.401521|-0.401746|39.498801|39.499659|39.498197|39.498004|39.497294|39.496267|39.494695|39.494213|39.493783|39.493401|39.492732|39.49329|39.49373|39.49383|39.494185|39.494628|39.495024|39.49541|39.495651|39.495195|39.495596|39.495989|39.496195|39.496518|39.497151|39.497854|39.498443|39.498586|39.498829|39.498913|39.498801
0-EU-ES-46-02-002-250-04-003,El Calvari,8,-0.38721|-0.387037|-0.388157|-0.389402|-0.389523|-0.390189|-0.390517|-0.391423|-0.392352|-0.392703|-0.393479|-0.393403|-0.393105|-0.392827|-0.392555|-0.391199|-0.390482|-0.390185|-0.389836|-0.38916|-0.388867|-0.38824|-0.388245|-0.388179|-0.387981|-0.38721|39.486373|39.486454|39.487346|39.488512|39.488626|39.488342|39.488203|39.487829|39.487446|39.487302|39.486958|39.486861|39.486478|39.486114|39.485757|39.486339|39.486136|39.485742|39.485255|39.485523|39.485107|39.485376|39.485619|39.48603|39.486061|39.486373
0-EU-ES-46-02-002-250-04-001,Campanar,8,-0.397349|-0.396877|-0.395513|-0.394806|-0.393253|-0.391515|-0.391013|-0.388801|-0.386777|-0.387005|-0.388599|-0.388813|-0.388605|-0.38799|-0.388008|-0.388867|-0.38916|-0.389836|-0.390071|-0.390197|-0.390388|-0.390482|-0.391193|-0.392104|-0.394903|-0.395302|-0.395752|-0.396162|-0.396662|-0.39766|-0.398217|-0.399464|-0.400214|-0.400561|-0.401073|-0.401636|-0.401661|-0.401173|-0.401152|-0.399774|-0.398599|-0.399333|-0.399815|-0.400032|-0.399726|-0.399203|-0.39795|-0.397349|39.476249|39.476473|39.477069|39.477375|39.478057|39.478757|39.478958|39.479612|39.480521|39.48084|39.483087|39.483389|39.48361|39.483886|39.483911|39.485107|39.485523|39.485255|39.485584|39.485758|39.486011|39.486136|39.486331|39.48595|39.48475|39.484591|39.485208|39.485772|39.485559|39.485135|39.484894|39.484355|39.484028|39.483873|39.483594|39.483329|39.483319|39.482578|39.482546|39.480565|39.478875|39.47856|39.478421|39.478359|39.477314|39.475771|39.476042|39.476249
0-EU-ES-46-02-002-250-04-004,Sant Pau,8,-0.396162|-0.397048|-0.398979|-0.40187|-0.402492|-0.403367|-0.404181|-0.405425|-0.406856|-0.407354|-0.407874|-0.40823|-0.409395|-0.413696|-0.415591|-0.41915|-0.423645|-0.425575|-0.426185|-0.424709|-0.426002|-0.422119|-0.413033|-0.41027|-0.40732|-0.406732|-0.406554|-0.404601|-0.403986|-0.402731|-0.401636|-0.401072|-0.40056|-0.400211|-0.399525|-0.397656|-0.396162|39.485772|39.487015|39.489717|39.493752|39.494628|39.494185|39.493825|39.493289|39.492732|39.493407|39.494176|39.494698|39.496267|39.495962|39.495968|39.496018|39.495181|39.494234|39.493628|39.491249|39.487971|39.486014|39.482534|39.481433|39.480967|39.481899|39.482387|39.483237|39.482358|39.482908|39.483329|39.483594|39.483874|39.484029|39.484328|39.485137|39.485772
0-EU-ES-46-02-002-250-10-003,Malilla,8,-0.370803|-0.370904|-0.371072|-0.371471|-0.371636|-0.372456|-0.373453|-0.375529|-0.375661|-0.375763|-0.376454|-0.377651|-0.378488|-0.379608|-0.380881|-0.380885|-0.381052|-0.381798|-0.382501|-0.383759|-0.384208|-0.384489|-0.385203|-0.38565|-0.385857|-0.387143|-0.384876|-0.382831|-0.374693|-0.372601|-0.370413|-0.36974|-0.369527|-0.368864|-0.36909|-0.369333|-0.36954|-0.370154|-0.370803|39.449837|39.449986|39.450226|39.450771|39.451006|39.452203|39.453631|39.456584|39.456773|39.456918|39.456629|39.456124|39.455785|39.455329|39.455342|39.455298|39.454778|39.452617|39.450647|39.446868|39.4456|39.444808|39.442491|39.441045|39.440394|39.436201|39.436015|39.435751|39.43493|39.4347|39.434489|39.439656|39.441314|39.44616|39.447163|39.447679|39.448007|39.448926|39.449837
0-EU-ES-46-02-002-250-10-007,Ciutat de les Arts i de les Ciencies,8,-0.345131|-0.346473|-0.347295|-0.348785|-0.349472|-0.349816|-0.350663|-0.351468|-0.354049|-0.354094|-0.355157|-0.356754|-0.357205|-0.358183|-0.358265|-0.358321|-0.359321|-0.359665|-0.360632|-0.361371|-0.361677|-0.362234|-0.362558|-0.362982|-0.364283|-0.364772|-0.365633|-0.366944|-0.367525|-0.367969|-0.367834|-0.367287|-0.36665|-0.365419|-0.360877|-0.355103|-0.353515|-0.351736|-0.347691|-0.345704|-0.342041|-0.341618|-0.341699|-0.3419|-0.345131|39.453925|39.45452|39.454878|39.455525|39.455825|39.455975|39.456505|39.456998|39.458564|39.458586|39.45899|39.459596|39.459374|39.458822|39.458304|39.458187|39.45698|39.456573|39.45543|39.454556|39.454206|39.453962|39.453502|39.45287|39.451301|39.450739|39.449752|39.448267|39.447992|39.447802|39.447566|39.446781|39.447076|39.447585|39.449466|39.45184|39.452493|39.453361|39.452125|39.451724|39.451042|39.451076|39.453926|39.45394|39.453925
0-EU-ES-46-02-002-250-10-005,Na Rovella,8,-0.358183|-0.360177|-0.361407|-0.362015|-0.36329|-0.365443|-0.366815|-0.368897|-0.36961|-0.369968|-0.371417|-0.371501|-0.37112|-0.371636|-0.37148|-0.371023|-0.370792|-0.370302|-0.370154|-0.369443|-0.368587|-0.368337|-0.367969|-0.367513|-0.366945|-0.366428|-0.365609|-0.364174|-0.362979|-0.362233|-0.361676|-0.361307|-0.359352|-0.358321|-0.358265|-0.358183|39.458822|39.457989|39.457432|39.457194|39.456652|39.455733|39.455146|39.454276|39.453977|39.453824|39.453223|39.45319|39.452418|39.451006|39.45078|39.45016|39.449822|39.449134|39.448926|39.447854|39.44821|39.448314|39.447802|39.447997|39.448267|39.448852|39.449783|39.451425|39.452882|39.453963|39.454207|39.45463|39.456942|39.458187|39.458305|39.458822
0-EU-ES-46-02-002-250-10-004,Fonteta de Sant Lluìs,8,-0.369441|-0.369332|-0.369092|-0.368955|-0.368864|-0.369149|-0.369397|-0.369546|-0.366035|-0.362192|-0.361811|-0.361746|-0.361112|-0.361282|-0.361722|-0.361828|-0.362057|-0.362376|-0.362665|-0.364539|-0.364735|-0.365861|-0.366329|-0.36665|-0.367287|-0.36783|-0.367969|-0.368073|-0.368338|-0.369441|39.447853|39.447679|39.447166|39.446558|39.44616|39.444077|39.44227|39.44117|39.440851|39.440415|39.441624|39.442871|39.443642|39.443838|39.444129|39.444245|39.444498|39.444966|39.445111|39.446298|39.446417|39.446869|39.447058|39.447076|39.446781|39.447561|39.447801|39.447944|39.448314|39.447853
