LOCATIONID,LOCATIONNAME,ZONELEVELID,geometry
0-EU-ES-08-13-001-019-03-003,La Bordeta,8,2.130727|2.131491|2.131961|2.132233|2.132911|2.131705|2.133928|2.139458|2.142334|2.1424|2.142479|2.141939|2.141458|2.141463|2.141096|2.140259|2.140433|2.139501|2.137902|2.138089|2.136914|2.135245|2.134701|2.13453|2.133602|2.132248|2.131901|2.130128|2.130727|41.369436|41.368231|41.367012|41.366423|41.365555|41.365108|41.363387|41.367755|41.369965|41.37121|41.372691|41.372462|41.372833|41.37381|41.373822|41.373774|41.373186|41.372897|41.372367|41.371991|41.371594|41.37108|41.371058|41.371111|41.37119|41.370892|41.37161|41.369961|41.369436
0-EU-ES-08-13-001-019-05-003,Sant Gervasi - La Bonanova,8,2.128921|2.128866|2.128604|2.128438|2.127968|2.127499|2.127|2.126885|2.126698|2.126599|2.126463|2.126359|2.126218|2.125545|2.125175|2.125188|2.125252|2.125628|2.125468|2.12498|2.124635|2.124176|2.123723|2.123338|2.123157|2.123183|2.12339|2.123347|2.123139|2.122879|2.122794|2.122604|2.122361|2.122233|2.122053|2.122078|2.121908|2.121877|2.121844|2.121691|2.12168|2.12168|2.121484|2.121081|2.120866|2.120697|2.12005|2.119867|2.119862|2.120077|2.120105|2.12002|2.11949|2.1188|2.118598|2.118694|2.119093|2.119418|2.119478|2.119398|2.119359|2.119558|2.120397|2.121123|2.121527|2.122363|2.121799|2.122369|2.12275|2.122801|2.122897|2.123284|2.124146|2.124401|2.12471|2.124764|2.124678|2.124507|2.125905|2.126602|2.128064|2.129984|2.130301|2.131427|2.131604|2.131853|2.132184|2.133189|2.133836|2.134119|2.135057|2.135541|2.136801|2.137921|2.138618|2.139526|2.140801|2.140751|2.139815|2.139382|2.137986|2.136916|2.137738|2.138117|2.138284|2.13823|2.13803|2.137644|2.137245|2.136239|2.136172|2.13613|2.13424|2.132743|2.132186|2.131574|2.131175|2.130576|2.130368|2.130458|2.130545|2.130584|2.130507|2.130407|2.130037|2.129914|2.129836|2.129699|2.129422|2.12908|2.128832|2.128759|2.128612|2.12844|2.128112|2.127461|2.127506|2.127793|2.128058|2.128205|2.128221|2.127969|2.127915|2.128533|2.128921|41.417503|41.417235|41.416858|41.416665|41.416617|41.416638|41.416736|41.41675|41.416728|41.416646|41.416276|41.416025|41.415883|41.415608|41.414999|41.414849|41.414499|41.414035|41.413962|41.413922|41.413824|41.413568|41.413613|41.413772|41.414007|41.414202|41.414913|41.415074|41.415369|41.415449|41.415474|41.415394|41.415211|41.415161|41.415294|41.415652|41.415905|41.416052|41.416211|41.416384|41.416421|41.416886|41.417004|41.416432|41.416034|41.41597|41.416222|41.416246|41.415682|41.415256|41.415154|41.415102|41.415124|41.415051|41.414911|41.414736|41.413777|41.413342|41.413007|41.412762|41.412484|41.412386|41.411331|41.410382|41.409577|41.407503|41.407045|41.406425|41.405888|41.405404|41.405021|41.404367|41.403475|41.403229|41.402786|41.402424|41.402107|41.401706|41.402467|41.40285|41.403646|41.404681|41.404353|41.402879|41.402646|41.40232|41.401887|41.400571|41.399732|41.399351|41.400205|41.400646|41.401712|41.402862|41.403288|41.403872|41.404426|41.404447|41.405032|41.405365|41.40807|41.410103|41.410427|41.410798|41.411286|41.411651|41.412571|41.414161|41.414468|41.415235|41.415685|41.416112|41.417807|41.418338|41.418594|41.418314|41.418206|41.418349|41.418867|41.419449|41.419562|41.419838|41.420228|41.420006|41.420097|41.42|41.419807|41.419622|41.419491|41.419627|41.419907|41.41985|41.419822|41.419698|41.419693|41.419445|41.419273|41.419124|41.418916|41.418766|41.418636|41.418428|41.418276|41.417917|41.417503
0-EU-ES-08-13-001-019-05-002,Sarrià,8,2.122911|2.123161|2.124502|2.124668|2.124757|2.124702|2.124397|2.12422|2.12328|2.122893|2.122792|2.122747|2.122353|2.121793|2.122361|2.121518|2.121119|2.119538|2.119297|2.118679|2.118596|2.118568|2.11854|2.118362|2.117679|2.117224|2.116742|2.116362|2.115999|2.11582|2.115578|2.115355|2.115293|2.115243|2.11464|2.114448|2.114331|2.114239|2.11418|2.113948|2.113723|2.113478|2.113201|2.112994|2.112867|2.112709|2.112539|2.112261|2.111895|2.111415|2.111337|2.111188|2.111147|2.111067|2.110944|2.110904|2.110578|2.110471|2.110267|2.110176|2.109944|2.109685|2.109471|2.109129|2.108827|2.108581|2.108365|2.108198|2.108296|2.108249|2.108268|2.107997|2.107443|2.107|2.106658|2.106477|2.106371|2.106271|2.106253|2.105771|2.105778|2.10593|2.106742|2.107011|2.10701|2.106825|2.105473|2.104526|2.104165|2.103904|2.103423|2.103575|2.103497|2.103209|2.103367|2.103544|2.103753|2.104323|2.104452|2.10432|2.104319|2.104396|2.104625|2.104874|2.105091|2.105371|2.105626|2.106081|2.106322|2.106414|2.106536|2.106738|2.106813|2.106917|2.107122|2.107401|2.10756|2.108089|2.10839|2.108604|2.108875|2.109119|2.108919|2.108723|2.108009|2.107885|2.107667|2.107364|2.107302|2.107451|2.10739|2.107013|2.106614|2.106175|2.105964|2.105799|2.105516|2.105069|2.104955|2.106528|2.107926|2.108564|2.10879|2.109115|2.109334|2.109766|2.110342|2.110884|2.111836|2.112429|2.112889|2.113159|2.114768|2.115433|2.115748|2.117374|2.117929|2.118308|2.118466|2.118434|2.118145|2.117612|2.117835|2.118074|2.119446|2.119902|2.120425|2.12071|2.120843|2.122214|2.123376|2.124305|2.129418|2.129962|2.126039|2.125673|2.125871|2.126149|2.128176|2.12688|2.126088|2.124399|2.123417|2.122911|41.400735|41.40093|41.401701|41.402106|41.402421|41.402787|41.403226|41.403391|41.404362|41.405014|41.405391|41.405888|41.406436|41.407045|41.407505|41.409577|41.410383|41.41236|41.412486|41.412716|41.412907|41.41323|41.413503|41.413628|41.413702|41.413624|41.413556|41.413726|41.414167|41.414217|41.414053|41.413417|41.413244|41.413135|41.413046|41.412892|41.4124|41.41227|41.412201|41.412209|41.41222|41.412389|41.412594|41.41275|41.412757|41.412692|41.412558|41.412336|41.412399|41.412775|41.412872|41.413186|41.413547|41.413636|41.41362|41.413607|41.41336|41.413248|41.412952|41.412557|41.412418|41.412441|41.412604|41.413018|41.413018|41.412891|41.412881|41.412758|41.412399|41.412085|41.411484|41.411362|41.411403|41.411493|41.411685|41.411762|41.411755|41.411615|41.411411|41.41125|41.411183|41.410973|41.410466|41.410114|41.409997|41.409866|41.409775|41.409821|41.409731|41.409363|41.409136|41.408545|41.408293|41.407936|41.407598|41.407408|41.407357|41.407278|41.407123|41.406435|41.40626|41.406145|41.406071|41.406053|41.406187|41.406398|41.406519|41.406473|41.406523|41.406633|41.406836|41.40693|41.406962|41.406962|41.406876|41.40662|41.406518|41.406691|41.406945|41.407064|41.406973|41.406707|41.406037|41.405771|41.405447|41.405334|41.40477|41.404625|41.40451|41.404137|41.403544|41.403278|41.403202|41.40323|41.403215|41.402602|41.402279|41.402218|41.401754|41.400366|41.399116|41.398548|41.39804|41.397268|41.396883|41.396278|41.395782|41.395877|41.396563|41.396919|41.397183|41.397305|41.396414|41.395987|41.395813|41.395375|41.395096|41.394481|41.393939|41.393296|41.392742|41.392218|41.392075|41.391905|41.391595|41.391378|41.390956|41.390543|41.390098|41.39063|41.390915|41.391171|41.392403|41.39261|41.395604|41.395925|41.396211|41.396509|41.397801|41.397848|41.398129|41.399387|41.400273|41.400735
0-EU-ES-08-13-001-019-05-004,Les Tres Torres,8,2.128361|2.124505|2.123165|2.122915|2.12379|2.124411|2.126085|2.126886|2.128193|2.127774|2.126147|2.125868|2.125685|2.126044|2.127758|2.12996|2.131327|2.132527|2.135607|2.136376|2.136018|2.135733|2.135103|2.134719|2.134202|2.133646|2.132846|2.132661|2.132788|2.133171|2.134115|2.133936|2.133524|2.130298|2.129985|2.128361|41.403804|41.401699|41.40093|41.400735|41.39994|41.399389|41.398137|41.397851|41.397806|41.397524|41.396504|41.3962|41.395927|41.395604|41.394313|41.392615|41.392407|41.392212|41.391673|41.391556|41.391951|41.392366|41.393889|41.394847|41.3957|41.396284|41.397127|41.397532|41.397868|41.398294|41.399348|41.399594|41.400128|41.404352|41.404677|41.403804
0-EU-ES-08-13-001-019-03-006,La Font de la Guatlla,8,2.147308|2.142334|2.139458|2.140152|2.139571|2.139728|2.141116|2.14127|2.14147|2.14166|2.142896|2.143328|2.143285|2.143401|2.143607|2.144261|2.144893|2.14526|2.145525|2.146035|2.146711|2.147387|2.148233|2.148577|2.148967|2.149252|2.149447|2.149509|2.149791|2.150435|2.148433|2.147308|41.373657|41.369966|41.367755|41.367319|41.365917|41.365834|41.365924|41.365964|41.365875|41.365655|41.366764|41.36707|41.367317|41.367519|41.367665|41.367994|41.368292|41.368548|41.368965|41.369305|41.369516|41.369566|41.369472|41.369452|41.369614|41.369884|41.370468|41.370856|41.371009|41.371274|41.372807|41.373657
0-EU-ES-08-13-001-019-06-001,El Camp d'En Grassot i Gràcia Nova,8,2.163542|2.161645|2.163588|2.165212|2.16639|2.167535|2.17202|2.168622|2.165696|2.164177|2.163914|2.163259|2.16223|2.16209|2.160579|2.160045|2.158724|2.15824|2.158501|2.15929|2.159711|2.161404|2.163542|41.404946|41.403738|41.402245|41.400992|41.401882|41.401034|41.404391|41.406939|41.409174|41.41033|41.410583|41.411223|41.412476|41.412637|41.411848|41.411565|41.410854|41.410599|41.410319|41.409474|41.409028|41.40721|41.404946
0-EU-ES-08-13-001-019-06-002,Vila de Gràcia,8,2.149343|2.149899|2.150005|2.150017|2.150003|2.150388|2.15033|2.150109|2.149931|2.150708|2.151128|2.151318|2.151277|2.15154|2.153321|2.1541|2.154978|2.155641|2.159246|2.159563|2.163401|2.165212|2.161642|2.163538|2.162577|2.161575|2.160924|2.160007|2.159574|2.159114|2.158238|2.155974|2.154222|2.153817|2.152669|2.151067|2.150797|2.15049|2.149343|41.406666|41.406207|41.405861|41.405599|41.405439|41.404455|41.404138|41.403897|41.403157|41.40217|41.401645|41.40052|41.400493|41.400279|41.398502|41.397711|41.39682|41.395573|41.396506|41.396737|41.399627|41.400988|41.403738|41.404946|41.405966|41.407025|41.407723|41.408707|41.409168|41.409657|41.410597|41.409474|41.408559|41.409065|41.408638|41.408044|41.407867|41.407685|41.406666
0-EU-ES-08-13-001-019-03-009,Zona Franca - Port,8,2.175278|2.176077|2.173482|2.173521|2.173624|2.171902|2.171346|2.169277|2.168432|2.166278|2.164258|2.16264|2.161581|2.159042|2.15849|2.156581|2.154948|2.153187|2.150917|2.141847|2.138965|2.137589|2.13224|2.115798|2.107897|2.102596|2.112531|2.118726|2.142067|2.148857|2.152057|2.153462|2.161474|2.168084|2.170831|2.180275|2.175278|41.367329|41.37271|41.369868|41.368957|41.368173|41.366038|41.365041|41.362346|41.361534|41.360032|41.358798|41.357588|41.356703|41.354272|41.353746|41.352537|41.352099|41.351624|41.350999|41.347463|41.346763|41.346338|41.344737|41.339483|41.336861|41.335096|41.325726|41.322751|41.320699|41.320904|41.321877|41.320995|41.332128|41.347838|41.35195|41.365706|41.367329
0-EU-ES-08-13-001-019-08-005,Verdun,8,2.171662|2.172731|2.172843|2.172982|2.173264|2.173936|2.175148|2.176186|2.177147|2.1779|2.17826|2.178437|2.17921|2.17945|2.179751|2.177572|2.176679|2.171662|41.443483|41.442014|41.441353|41.441068|41.440653|41.440172|41.439004|41.440123|41.441154|41.442092|41.442897|41.443308|41.445112|41.445656|41.446124|41.445606|41.445372|41.443483
0-EU-ES-08-13-001-019-08-006,La Prosperitat,8,2.184983|2.181973|2.179751|2.179451|2.178287|2.17791|2.177137|2.175151|2.1746|2.17611|2.179082|2.18125|2.184043|2.185305|2.186181|2.186292|2.186563|2.187023|2.187377|2.187683|2.184983|41.446675|41.446479|41.446124|41.445659|41.442946|41.4421|41.441141|41.439005|41.438358|41.43859|41.438933|41.439201|41.439542|41.43967|41.442451|41.442788|41.443674|41.445065|41.445995|41.446943|41.446675
0-EU-ES-08-13-001-019-03-004,Hostafrancs,8,2.14296|2.142357|2.142089|2.141835|2.141862|2.141805|2.14179|2.140498|2.140469|2.140852|2.140878|2.141076|2.140992|2.141005|2.141096|2.141463|2.141459|2.141459|2.141939|2.142479|2.142334|2.148433|2.149481|2.148734|2.14472|2.144332|2.14296|41.380275|41.379855|41.379626|41.379087|41.378376|41.377165|41.376549|41.376482|41.375313|41.375292|41.375037|41.374862|41.374354|41.374168|41.373822|41.37381|41.373077|41.372832|41.372462|41.372691|41.369965|41.374492|41.375189|41.375781|41.378959|41.379247|41.380275
0-EU-ES-08-13-001-019-07-004,La Vall d'Hebron - La Clota,8,2.1511|2.150749|2.14957|2.148716|2.147993|2.147725|2.146791|2.145822|2.144681|2.142997|2.142206|2.14278|2.14349|2.144369|2.144964|2.145859|2.146541|2.147456|2.14815|2.148943|2.149545|2.150103|2.150582|2.151419|2.151879|2.152279|2.15299|2.154319|2.154883|2.155998|2.156637|2.156997|2.156367|2.155832|2.155219|2.154601|2.15396|2.153914|2.153553|2.153319|2.152665|2.152398|2.152351|2.152799|2.153218|2.152191|2.151243|2.152875|2.152258|2.151832|2.1511|41.43733|41.437327|41.436765|41.43621|41.435694|41.435452|41.434166|41.432217|41.42996|41.426421|41.424803|41.424657|41.424399|41.424433|41.424425|41.424265|41.424206|41.424438|41.42475|41.425317|41.425672|41.425895|41.426076|41.426323|41.426513|41.426875|41.427182|41.427808|41.428183|41.428728|41.428953|41.429068|41.429817|41.430077|41.430677|41.431215|41.431634|41.431738|41.432409|41.432684|41.433165|41.433442|41.433861|41.434167|41.434896|41.435142|41.435971|41.436648|41.437197|41.437347|41.43733
0-EU-ES-08-13-001-019-09-002,Sant Andreu,8,2.18828|2.187683|2.187286|2.187019|2.186496|2.185214|2.184242|2.183468|2.183183|2.182819|2.182655|2.182539|2.182828|2.184065|2.18507|2.187658|2.187967|2.188825|2.189994|2.190402|2.191399|2.192302|2.192647|2.193395|2.193935|2.194231|2.195279|2.19604|2.196393|2.196369|2.19636|2.196052|2.195485|2.194085|2.19395|2.193818|2.193844|2.194123|2.194402|2.195004|2.195608|2.195825|2.196434|2.197408|2.196016|2.194938|2.194117|2.192537|2.190481|2.18828|41.446952|41.446943|41.445748|41.445059|41.443462|41.439341|41.436454|41.434175|41.433106|41.432152|41.431734|41.431031|41.430423|41.428627|41.428625|41.428623|41.428488|41.428093|41.427793|41.427721|41.427727|41.427812|41.427871|41.428066|41.427883|41.427736|41.427213|41.426783|41.428816|41.429711|41.430323|41.431575|41.432704|41.434439|41.434784|41.435173|41.436464|41.437462|41.438438|41.439892|41.441597|41.44258|41.444522|41.447685|41.447403|41.447596|41.447515|41.44688|41.446937|41.446952
0-EU-ES-08-13-001-019-10-002,El Clot,8,2.18688|2.185452|2.183325|2.186237|2.18657|2.188464|2.191498|2.197112|2.192409|2.191109|2.19109|2.191081|2.19105|2.189017|2.186953|2.18688|41.408669|41.407592|41.406034|41.403894|41.403079|41.404466|41.40678|41.411006|41.414533|41.415547|41.41547|41.415413|41.415232|41.41368|41.415241|41.408669
0-EU-ES-08-13-001-019-08-001,Ciutat Meridiana - Torre Baró - Vallbona,8,2.187073|2.185177|2.182895|2.178735|2.18044|2.174626|2.174455|2.173006|2.168427|2.165919|2.165389|2.164879|2.16426|2.167977|2.167979|2.16758|2.168568|2.169323|2.169692|2.170188|2.170915|2.171029|2.17145|2.171684|2.172323|2.172545|2.173303|2.173593|2.174629|2.175816|2.17618|2.1766|2.176907|2.178329|2.17909|2.179419|2.179958|2.180755|2.181313|2.181812|2.18255|2.18331|2.184469|2.188706|2.190409|2.190458|2.191193|2.192037|2.192449|2.188499|2.187073|41.467502|41.467615|41.467731|41.467998|41.464571|41.463534|41.463448|41.462643|41.460045|41.458536|41.455776|41.453139|41.449889|41.447592|41.447988|41.449218|41.449578|41.448802|41.448654|41.448718|41.449167|41.449237|41.449516|41.449542|41.449274|41.449269|41.449734|41.449912|41.4505|41.450434|41.450583|41.451148|41.451387|41.451318|41.45195|41.45324|41.453647|41.453025|41.452728|41.452877|41.453467|41.453729|41.454478|41.456102|41.455189|41.455212|41.455506|41.455904|41.456387|41.459673|41.467502
0-EU-ES-08-13-001-019-05-005,Sant Gervasi - Galvany,8,2.141826|2.141384|2.140797|2.140385|2.139529|2.138635|2.137919|2.136801|2.135548|2.13411|2.132794|2.132653|2.13284|2.133672|2.134215|2.13471|2.13517|2.135733|2.136026|2.136383|2.137856|2.14388|2.144458|2.14477|2.146082|2.147336|2.150252|2.153287|2.155635|2.154976|2.153302|2.151998|2.151538|2.151262|2.150064|2.14887|2.147646|2.147301|2.14624|2.144981|2.143873|2.142778|2.142236|2.141826|41.404052|41.404214|41.404427|41.404247|41.403875|41.403298|41.402861|41.40171|41.400651|41.399342|41.397866|41.397531|41.397141|41.396257|41.395691|41.394859|41.393744|41.392372|41.391943|41.391553|41.391359|41.39286|41.392848|41.392864|41.393212|41.393542|41.394257|41.394996|41.395575|41.396819|41.398518|41.399824|41.400275|41.400501|41.400913|41.401217|41.401143|41.401356|41.401937|41.402635|41.402997|41.403414|41.403902|41.404052
0-EU-ES-08-13-001-019-10-003,La Verneda i la Pau,8,2.207286|2.203634|2.201579|2.200878|2.199594|2.198521|2.197807|2.197276|2.196993|2.196769|2.196275|2.196044|2.195715|2.195479|2.195208|2.196012|2.197961|2.198628|2.199586|2.201603|2.20355|2.205076|2.208132|2.210943|2.212176|2.211554|2.209987|2.206157|2.20655|2.207286|41.427728|41.429337|41.430024|41.430275|41.430273|41.429916|41.429538|41.429036|41.428233|41.427864|41.42666|41.426099|41.424819|41.423816|41.422475|41.422307|41.421904|41.421818|41.421077|41.419594|41.418108|41.416934|41.419215|41.421383|41.422258|41.422891|41.424676|41.425655|41.426374|41.427728
0-EU-ES-08-13-001-019-01-001,La Barceloneta,8,2.204935|2.202009|2.198635|2.199631|2.19837|2.195892|2.194933|2.193782|2.192441|2.191575|2.190825|2.188535|2.185676|2.18448|2.183493|2.184338|2.185424|2.184659|2.18333|2.181454|2.171521|2.171358|2.17377|2.17567|2.185736|2.188273|2.192133|2.20305|2.204935|41.378798|41.380915|41.383066|41.384834|41.385779|41.387705|41.387047|41.386149|41.385274|41.38475|41.384387|41.383283|41.38198|41.3814|41.380957|41.379027|41.376468|41.375067|41.371788|41.364471|41.349882|41.339784|41.33951|41.350637|41.357354|41.363049|41.369698|41.376628|41.378798
0-EU-ES-08-13-001-019-01-002,Sant Pere - Santa Caterina i la Ribera,8,2.185635|2.188542|2.191537|2.192413|2.193807|2.191461|2.190285|2.189115|2.188723|2.186548|2.184556|2.182401|2.181354|2.180267|2.179939|2.179668|2.177996|2.177427|2.175911|2.173441|2.172763|2.173183|2.173492|2.17394|2.175002|2.176868|2.17805|2.180794|2.182219|2.182473|2.182752|2.183497|2.184578|2.185635|41.381963|41.383291|41.384755|41.38527|41.386195|41.387965|41.388843|41.389602|41.389865|41.391209|41.389778|41.391419|41.392207|41.391381|41.391069|41.390974|41.390327|41.390087|41.388948|41.388996|41.388508|41.388169|41.38793|41.387596|41.386793|41.385398|41.384546|41.382429|41.381374|41.381176|41.380972|41.380961|41.381445|41.381963
0-EU-ES-08-13-001-019-09-007,La Sagrera,8,2.189991|2.188822|2.188047|2.187657|2.185938|2.184068|2.184802|2.184278|2.184179|2.184185|2.184002|2.183941|2.188215|2.190255|2.191456|2.191109|2.192431|2.193596|2.193295|2.193264|2.193735|2.19518|2.195465|2.195694|2.196031|2.196272|2.196032|2.195237|2.194284|2.193936|2.193395|2.192648|2.192304|2.191402|2.190408|2.189991|41.427792|41.428094|41.428451|41.428623|41.428623|41.428625|41.427601|41.427627|41.425674|41.424687|41.423456|41.422681|41.419408|41.417866|41.416974|41.415547|41.414521|41.415375|41.416185|41.416717|41.417916|41.422462|41.42381|41.424764|41.426086|41.426661|41.426788|41.427234|41.427712|41.427881|41.428067|41.427871|41.427812|41.427727|41.42772|41.427792
0-EU-ES-08-13-001-019-08-004,La Guineueta,8,2.161468|2.161786|2.162144|2.162875|2.163738|2.163311|2.163567|2.163381|2.16471|2.165605|2.166597|2.167841|2.168163|2.168877|2.169804|2.170068|2.170722|2.171391|2.171747|2.172063|2.172311|2.172796|2.173769|2.174588|2.175149|2.174145|2.17393|2.173261|2.172979|2.172843|2.172729|2.172169|2.171662|2.171309|2.16813|2.165718|2.164145|2.162727|2.161468|41.43999|41.439275|41.438857|41.438337|41.437787|41.437442|41.437184|41.436833|41.436449|41.436338|41.436113|41.435816|41.435663|41.435108|41.43481|41.434792|41.434795|41.434914|41.435114|41.435321|41.435656|41.436394|41.437342|41.438344|41.439004|41.439971|41.440176|41.440651|41.441071|41.441354|41.442015|41.442783|41.443484|41.44333|41.44213|41.441259|41.440647|41.440238|41.43999
0-EU-ES-08-13-001-019-01-003,El Gòtic,8,2.185428|2.183498|2.182745|2.182183|2.179729|2.178538|2.176412|2.173996|2.172765|2.172361|2.171793|2.171397|2.171169|2.170306|2.169821|2.170813|2.171768|2.172567|2.173339|2.175492|2.175808|2.176365|2.177172|2.177804|2.177229|2.177172|2.176528|2.176348|2.177366|2.178152|2.179918|2.181739|2.183313|2.18392|2.184652|2.185428|41.376475|41.380949|41.380964|41.381384|41.383243|41.384164|41.385732|41.387546|41.3885|41.38801|41.387354|41.38699|41.386835|41.385963|41.385544|41.384209|41.382922|41.381931|41.381052|41.378619|41.37814|41.377295|41.376366|41.375801|41.375195|41.375135|41.374394|41.374181|41.373673|41.373847|41.373127|41.372406|41.3718|41.373103|41.375087|41.376475
0-EU-ES-08-13-001-019-04-001,Les Corts,8,2.143872|2.137853|2.136358|2.135266|2.132225|2.129998|2.129432|2.128503|2.127975|2.127389|2.127178|2.127142|2.1271|2.127371|2.127612|2.128488|2.129087|2.13018|2.131371|2.132737|2.13427|2.135474|2.137553|2.138735|2.14041|2.140839|2.141526|2.142551|2.142599|2.142646|2.143362|2.14341|2.143707|2.144259|2.144458|2.143872|41.392861|41.391362|41.39156|41.391724|41.392265|41.392615|41.392403|41.391209|41.39022|41.388413|41.387462|41.386806|41.385997|41.385075|41.384243|41.381219|41.379325|41.379944|41.38048|41.380925|41.38135|41.381765|41.382579|41.383121|41.383916|41.38427|41.384805|41.385535|41.385549|41.385946|41.38929|41.389477|41.390521|41.392563|41.392848|41.392861
0-EU-ES-08-13-001-019-08-009,Vilapicina i la Torre Llobeta,8,2.168239|2.167922|2.165446|2.164842|2.164357|2.164242|2.164441|2.164878|2.165907|2.166189|2.165436|2.164274|2.163658|2.163924|2.165076|2.165957|2.167117|2.169797|2.171175|2.172368|2.173119|2.176053|2.176085|2.176526|2.177335|2.177307|2.177209|2.177285|2.178067|2.17917|2.179449|2.180709|2.184155|2.184286|2.1848|2.184069|2.183948|2.18358|2.18294|2.182075|2.180722|2.179014|2.175647|2.174806|2.172314|2.169814|2.168616|2.168239|41.430437|41.430452|41.430579|41.430774|41.430853|41.430864|41.430678|41.430367|41.429792|41.429638|41.429215|41.428515|41.428109|41.428028|41.427812|41.427732|41.427592|41.427218|41.426856|41.426515|41.426313|41.425509|41.425476|41.425479|41.425478|41.425879|41.427807|41.428202|41.428063|41.427881|41.427843|41.427781|41.427616|41.427627|41.427602|41.428622|41.428803|41.429322|41.430246|41.430248|41.430247|41.430252|41.430284|41.430296|41.430359|41.430409|41.43043|41.430437
0-EU-ES-08-13-001-019-07-003,La Teixonera,8,2.147462|2.146535|2.145859|2.14495|2.144424|2.143497|2.142801|2.142211|2.1419|2.140642|2.140981|2.141854|2.142101|2.143473|2.143684|2.143888|2.144065|2.144505|2.144594|2.144791|2.144883|2.145637|2.145727|2.147001|2.147921|2.149135|2.149452|2.149496|2.149517|2.150424|2.150804|2.150988|2.150993|2.151012|2.151047|2.151168|2.151577|2.151853|2.15243|2.152592|2.151717|2.151796|2.151055|2.150564|2.149556|2.148947|2.148768|2.148147|2.147462|41.424434|41.424205|41.424261|41.424419|41.42443|41.424383|41.424643|41.424799|41.424121|41.421295|41.421317|41.421581|41.421533|41.420484|41.420291|41.420158|41.420272|41.420549|41.420765|41.420851|41.420872|41.421001|41.421093|41.421265|41.421642|41.42162|41.421609|41.421113|41.420733|41.421635|41.42214|41.422444|41.422868|41.423312|41.423554|41.424029|41.424492|41.424755|41.425037|41.42513|41.425206|41.42599|41.426082|41.426064|41.425674|41.425309|41.425179|41.424742|41.424434
0-EU-ES-08-13-001-019-04-002,La Maternitat i Sant Ramon,8,2.12738|2.120803|2.104917|2.101998|2.102018|2.103102|2.103695|2.104366|2.105651|2.107175|2.108825|2.108892|2.117821|2.121454|2.121673|2.121651|2.121754|2.122719|2.124374|2.125302|2.12587|2.129085|2.128478|2.127095|2.127174|2.12738|41.388408|41.386702|41.382468|41.381717|41.380337|41.380247|41.380069|41.379746|41.379081|41.378537|41.377347|41.375964|41.37579|41.377947|41.377446|41.375978|41.375665|41.375656|41.376631|41.377181|41.377582|41.379332|41.381225|41.385998|41.387464|41.388408
0-EU-ES-08-13-001-019-08-007,Can Peguera - El Turó de la Peira,8,2.174518|2.173991|2.173908|2.173716|2.173238|2.172279|2.172063|2.17176|2.171391|2.17072|2.170053|2.169801|2.168885|2.168162|2.167838|2.166463|2.165611|2.164699|2.16338|2.163271|2.164219|2.163952|2.163654|2.163351|2.1631|2.163129|2.163343|2.163658|2.164231|2.164843|2.165444|2.166904|2.168228|2.170456|2.170979|2.171891|2.174806|2.174518|41.430923|41.431888|41.432037|41.432386|41.433218|41.434974|41.435321|41.43512|41.434915|41.434785|41.434783|41.434804|41.435093|41.435657|41.435807|41.436138|41.436328|41.436448|41.436828|41.436566|41.436274|41.435511|41.434778|41.433751|41.432901|41.43241|41.431854|41.431385|41.430872|41.430779|41.430583|41.430506|41.43044|41.430399|41.430387|41.430369|41.430298|41.430923
0-EU-ES-08-13-001-019-05-006,El Putxet i el Farró,8,2.137641|2.137988|2.138231|2.138283|2.138118|2.137734|2.136914|2.137213|2.138067|2.139058|2.139385|2.139827|2.140773|2.142231|2.142778|2.143881|2.144986|2.146278|2.146714|2.147304|2.147646|2.148871|2.150056|2.151274|2.151314|2.151125|2.150578|2.150274|2.149928|2.150108|2.150329|2.150385|2.150284|2.150002|2.150015|2.150004|2.149895|2.149189|2.148251|2.147463|2.146467|2.145891|2.14574|2.145548|2.145255|2.145076|2.144587|2.143709|2.140967|2.139879|2.139088|2.138154|2.137641|41.414172|41.412745|41.411644|41.411287|41.410798|41.410424|41.410103|41.409541|41.407922|41.405982|41.405364|41.405023|41.404436|41.403901|41.403419|41.403001|41.402637|41.401917|41.40168|41.401357|41.401145|41.40122|41.400918|41.400499|41.40052|41.401646|41.402327|41.402719|41.403157|41.403899|41.40414|41.404457|41.404723|41.405443|41.405605|41.405862|41.406207|41.406786|41.407508|41.408195|41.409419|41.410215|41.410567|41.410888|41.411171|41.411244|41.411373|41.41143|41.411712|41.412473|41.413088|41.413792|41.414172
0-EU-ES-08-13-001-019-09-006,Navas,8,2.181405|2.180706|2.180632|2.180524|2.18044|2.180376|2.180399|2.180427|2.180513|2.181325|2.183387|2.185256|2.186953|2.187873|2.189018|2.19105|2.191091|2.191456|2.189978|2.188656|2.188413|2.187651|2.183941|2.183921|2.183909|2.183901|2.183336|2.182312|2.181405|41.419881|41.419348|41.419056|41.418617|41.417683|41.417047|41.416783|41.416482|41.415835|41.416432|41.417947|41.416529|41.415241|41.414547|41.41368|41.415232|41.415473|41.416974|41.418072|41.419072|41.419258|41.419839|41.422682|41.422404|41.421592|41.421255|41.421323|41.420566|41.419881
