LOCATIONID,LOCATIONNAME,ZONELEVELID,geometry
0-EU-ES-28-07-001-079-18-002,Santa Eugenia,8,-3.625215|-3.62486|-3.619196|-3.619034|-3.618842|-3.617309|-3.618397|-3.617511|-3.617293|-3.61727|-3.614969|-3.613663|-3.610302|-3.609103|-3.608382|-3.605934|-3.603509|-3.602841|-3.602549|-3.60215|-3.601897|-3.601567|-3.601183|-3.60073|-3.600899|-3.599787|-3.599278|-3.598818|-3.597871|-3.599273|-3.599654|-3.600482|-3.600913|-3.601302|-3.601859|-3.602485|-3.603195|-3.60388|-3.606112|-3.608039|-3.608973|-3.610689|-3.613257|-3.617449|-3.621868|-3.623892|-3.624505|-3.625029|-3.625325|-3.625215|40.38312|40.382032|40.383382|40.382904|40.382646|40.381388|40.380816|40.380874|40.380113|40.379501|40.379402|40.379298|40.378657|40.378221|40.377894|40.376859|40.375945|40.376161|40.376243|40.37626|40.376278|40.376348|40.376482|40.376716|40.377096|40.377596|40.378465|40.379009|40.379597|40.382011|40.382366|40.38245|40.382733|40.383113|40.38592|40.386375|40.386723|40.386814|40.385997|40.387317|40.387764|40.388395|40.388983|40.389859|40.39081|40.38595|40.384478|40.383828|40.383461|40.38312
0-EU-ES-28-07-001-079-18-003,Ensanche de Vallecas - La Gavia,8,-3.613618|-3.614965|-3.615691|-3.615726|-3.615579|-3.615302|-3.614366|-3.615449|-3.617453|-3.618893|-3.619766|-3.620965|-3.62378|-3.625077|-3.625321|-3.625747|-3.624896|-3.624184|-3.625872|-3.624711|-3.625163|-3.625554|-3.626652|-3.627812|-3.629676|-3.630156|-3.627656|-3.628788|-3.629978|-3.632667|-3.632922|-3.638058|-3.641979|-3.649781|-3.652598|-3.653398|-3.653954|-3.654126|-3.654559|-3.655302|-3.657091|-3.662648|-3.666488|-3.669404|-3.674313|-3.677083|-3.678882|-3.680132|-3.681805|-3.680074|-3.677405|-3.676794|-3.676391|-3.673959|-3.673673|-3.673243|-3.672444|-3.669882|-3.669072|-3.669093|-3.669248|-3.669535|-3.66472|-3.663467|-3.663205|-3.661697|-3.66087|-3.658831|-3.658675|-3.657913|-3.657421|-3.653003|-3.648931|-3.642514|-3.636716|-3.633215|-3.626464|-3.620656|-3.615344|-3.610721|-3.599345|-3.597244|-3.576117|-3.583311|-3.585057|-3.582547|-3.571588|-3.565617|-3.55335|-3.554732|-3.556453|-3.558437|-3.562313|-3.565702|-3.569896|-3.572049|-3.576642|-3.578194|-3.579871|-3.584459|-3.585735|-3.586602|-3.591017|-3.591789|-3.595194|-3.598502|-3.59945|-3.600245|-3.600711|-3.601163|-3.601543|-3.601885|-3.602053|-3.602563|-3.603509|-3.605806|-3.60679|-3.609101|-3.610315|-3.613618|40.379274|40.37581|40.37407|40.373395|40.372596|40.372022|40.37108|40.370601|40.369626|40.369451|40.369227|40.369139|40.368683|40.371454|40.371834|40.372265|40.372956|40.373476|40.374862|40.375934|40.376105|40.376429|40.377369|40.377268|40.37719|40.377242|40.37925|40.379483|40.379583|40.379798|40.380135|40.378923|40.378038|40.376229|40.376033|40.373368|40.372048|40.371574|40.370542|40.369816|40.368841|40.365025|40.363127|40.361711|40.360882|40.360612|40.36061|40.360735|40.361176|40.35882|40.357181|40.355289|40.354119|40.353067|40.3519|40.350847|40.35011|40.349504|40.34795|40.346996|40.346399|40.345208|40.34398|40.341818|40.339614|40.337959|40.335694|40.333752|40.332714|40.330983|40.32928|40.331243|40.333357|40.328879|40.325415|40.322805|40.320373|40.319229|40.318177|40.314401|40.312204|40.312193|40.315142|40.31831|40.320422|40.324258|40.332485|40.344115|40.35542|40.357114|40.357739|40.358357|40.359458|40.360184|40.361349|40.362803|40.365929|40.366693|40.366973|40.367265|40.367876|40.368303|40.370611|40.370977|40.372573|40.374357|40.374854|40.375782|40.376699|40.376477|40.376327|40.37626|40.376255|40.376227|40.375914|40.376798|40.377187|40.378187|40.37864|40.379274
0-EU-ES-28-07-001-079-19-002,Ambroz,8,-3.623896|-3.618839|-3.617109|-3.615619|-3.614974|-3.610337|-3.609978|-3.609154|-3.608982|-3.609227|-3.608003|-3.605053|-3.60515|-3.603644|-3.601938|-3.598508|-3.597653|-3.595548|-3.595051|-3.594767|-3.593617|-3.590944|-3.588476|-3.586991|-3.588153|-3.592862|-3.601174|-3.607439|-3.610331|-3.610729|-3.617536|-3.619084|-3.619581|-3.620314|-3.621644|-3.622862|-3.623896|40.406191|40.405698|40.405642|40.404999|40.404788|40.404178|40.404128|40.40358|40.40371|40.406042|40.40614|40.406086|40.405813|40.40573|40.405046|40.403539|40.404609|40.403721|40.403529|40.403346|40.402325|40.404146|40.405627|40.407828|40.408366|40.409828|40.411637|40.412539|40.413252|40.417905|40.415614|40.414857|40.414319|40.413148|40.41055|40.40808|40.406191
0-EU-ES-28-07-001-079-19-004,El Cañaveral - Los Berrocales,8,-3.608559|-3.60796|-3.60608|-3.603878|-3.603221|-3.602485|-3.601828|-3.601262|-3.600868|-3.60053|-3.599685|-3.599194|-3.597841|-3.598812|-3.599757|-3.600873|-3.600202|-3.599427|-3.591003|-3.585808|-3.584455|-3.583306|-3.579516|-3.578028|-3.576659|-3.571947|-3.569868|-3.567569|-3.56486|-3.561648|-3.55749|-3.554706|-3.553338|-3.552676|-3.555449|-3.555838|-3.556074|-3.555958|-3.555348|-3.554723|-3.553539|-3.552054|-3.551495|-3.551206|-3.551218|-3.550828|-3.550033|-3.548992|-3.548586|-3.548789|-3.549194|-3.548951|-3.542596|-3.536642|-3.532687|-3.529447|-3.520784|-3.519224|-3.518424|-3.517866|-3.518104|-3.518761|-3.51908|-3.519178|-3.518974|-3.520707|-3.521644|-3.522461|-3.524242|-3.525179|-3.526356|-3.531183|-3.530705|-3.530508|-3.533445|-3.537457|-3.539178|-3.543129|-3.545224|-3.548017|-3.549002|-3.549247|-3.549378|-3.55131|-3.552022|-3.555615|-3.558083|-3.561391|-3.56454|-3.566283|-3.568453|-3.570326|-3.57303|-3.577743|-3.578864|-3.579566|-3.578374|-3.576897|-3.576542|-3.577965|-3.581619|-3.582997|-3.58311|-3.58407|-3.585943|-3.587524|-3.58815|-3.586979|-3.588472|-3.590938|-3.59198|-3.593172|-3.593605|-3.59472|-3.596876|-3.598881|-3.601743|-3.6027|-3.603648|-3.604899|-3.605865|-3.607017|-3.607779|-3.608559|40.387631|40.387364|40.386046|40.386847|40.386747|40.386427|40.385917|40.383126|40.382726|40.382493|40.382416|40.382004|40.379595|40.379|40.377559|40.377088|40.375788|40.374858|40.370654|40.36795|40.367345|40.367255|40.367035|40.366726|40.366069|40.362831|40.361401|40.360744|40.360054|40.359358|40.358108|40.35713|40.355417|40.361535|40.359359|40.360274|40.362013|40.362612|40.363875|40.364467|40.364866|40.366275|40.367937|40.370204|40.373178|40.374672|40.376089|40.376567|40.377096|40.377559|40.379311|40.380198|40.393265|40.391238|40.391735|40.389493|40.392082|40.397961|40.399997|40.402446|40.403327|40.404543|40.40547|40.407293|40.409001|40.411569|40.41321|40.413925|40.415069|40.416392|40.416787|40.419913|40.417837|40.414723|40.414093|40.41177|40.411113|40.411372|40.411084|40.41189|40.412043|40.412367|40.412374|40.412033|40.411965|40.412169|40.412952|40.413453|40.413616|40.413373|40.412953|40.412092|40.411822|40.413637|40.416413|40.417429|40.419582|40.422562|40.424318|40.424996|40.420682|40.41792|40.416057|40.41418|40.41155|40.409328|40.408389|40.407833|40.405614|40.404145|40.403421|40.402618|40.402332|40.401652|40.400311|40.399084|40.397293|40.396561|40.395641|40.393633|40.391778|40.38962|40.388636|40.387631
0-EU-ES-28-07-001-079-04-006,Castellana,8,-3.67957|-3.679134|-3.682202|-3.684698|-3.687861|-3.689476|-3.690702|-3.688812|-3.688423|-3.689364|-3.685195|-3.679866|-3.67957|40.432625|40.437489|40.43763|40.437745|40.437877|40.437962|40.43802|40.435198|40.43304|40.429411|40.429171|40.428904|40.432625
0-EU-ES-28-07-001-079-05-004,Bernabéu-Hispanoamérica,8,-3.682956|-3.684054|-3.685997|-3.688866|-3.689138|-3.689965|-3.690093|-3.690357|-3.690437|-3.690532|-3.690628|-3.689698|-3.689345|-3.689042|-3.688911|-3.688622|-3.687723|-3.686879|-3.686249|-3.682394|-3.681467|-3.677589|-3.675288|-3.674817|-3.67441|-3.674161|-3.67376|-3.67338|-3.672899|-3.670271|-3.669646|-3.668716|-3.668018|-3.667423|-3.667022|-3.666831|-3.666037|-3.665531|-3.66317|-3.663451|-3.663901|-3.664411|-3.66469|-3.66503|-3.66542|-3.667068|-3.668232|-3.668976|-3.6705|-3.670928|-3.671868|-3.674985|-3.676101|-3.676814|-3.681902|-3.682371|-3.682956|40.458575|40.458668|40.458801|40.458993|40.458989|40.459053|40.457846|40.454792|40.45406|40.453019|40.452054|40.452001|40.451972|40.451941|40.451985|40.451988|40.451935|40.451891|40.451868|40.451702|40.451679|40.451634|40.45163|40.451642|40.451628|40.45164|40.451653|40.451735|40.45183|40.452438|40.452469|40.452453|40.452392|40.452343|40.452317|40.452302|40.452409|40.452477|40.453126|40.455186|40.456951|40.458496|40.459305|40.459981|40.459861|40.459407|40.459082|40.458884|40.458533|40.458481|40.458467|40.458503|40.458555|40.458627|40.458559|40.458551|40.458575
0-EU-ES-28-07-001-079-05-005,Nueva España,8,-3.686787|-3.688086|-3.689349|-3.689366|-3.689403|-3.68991|-3.689977|-3.689109|-3.688879|-3.68249|-3.676797|-3.676145|-3.67541|-3.674437|-3.67193|-3.670931|-3.670501|-3.670094|-3.66869|-3.667953|-3.665969|-3.665049|-3.665338|-3.666314|-3.667914|-3.668638|-3.671259|-3.67189|-3.67382|-3.674424|-3.676066|-3.677074|-3.678179|-3.678973|-3.679234|-3.682966|-3.685945|-3.686787|40.466517|40.466261|40.466025|40.465687|40.465032|40.459689|40.459062|40.459|40.459|40.458569|40.458636|40.458563|40.458529|40.458502|40.458479|40.458489|40.458545|40.458635|40.458963|40.459161|40.459724|40.459984|40.460554|40.462552|40.465658|40.466646|40.466189|40.46622|40.466954|40.467136|40.467622|40.467771|40.467498|40.467488|40.467613|40.46732|40.466709|40.466517
0-EU-ES-28-07-001-079-06-001,Bellas Vistas,8,-3.702993|-3.702861|-3.703177|-3.704296|-3.704966|-3.707709|-3.708187|-3.709801|-3.710487|-3.710862|-3.71144|-3.711697|-3.712166|-3.713058|-3.713152|-3.713004|-3.712689|-3.713297|-3.711988|-3.711659|-3.711435|-3.710934|-3.71038|-3.710021|-3.709281|-3.708784|-3.708627|-3.708563|-3.708471|-3.707502|-3.705484|-3.703999|-3.70393|-3.703862|-3.703646|-3.703527|-3.703315|-3.703217|-3.703191|-3.702993|40.453373|40.453998|40.454276|40.455694|40.456522|40.456638|40.456673|40.457156|40.4576|40.457597|40.457485|40.457148|40.456483|40.455286|40.454937|40.454546|40.453938|40.453091|40.452385|40.452211|40.451834|40.451027|40.450154|40.449633|40.448506|40.447716|40.447451|40.447331|40.447177|40.447122|40.447031|40.446916|40.447451|40.447889|40.449282|40.450031|40.451593|40.452267|40.452417|40.453373
0-EU-ES-28-07-001-079-06-006,Berruguete,8,-3.702246|-3.70277|-3.703661|-3.704723|-3.705324|-3.705527|-3.705702|-3.706301|-3.706562|-3.707213|-3.70732|-3.708096|-3.708368|-3.708754|-3.709021|-3.709523|-3.70966|-3.710564|-3.710686|-3.711432|-3.711428|-3.710864|-3.710481|-3.709802|-3.708601|-3.708186|-3.707717|-3.706477|-3.706104|-3.704962|-3.704292|-3.703182|-3.702858|-3.702812|-3.702758|-3.702707|-3.702528|-3.702282|-3.701965|-3.701846|-3.701498|-3.701058|-3.700654|-3.700277|-3.699823|-3.699342|-3.698936|-3.698768|-3.698587|-3.698483|-3.698415|-3.698483|-3.699494|-3.700067|-3.700966|-3.702246|40.462694|40.462962|40.463436|40.463837|40.464|40.463714|40.463591|40.463644|40.463809|40.463441|40.463386|40.462476|40.46227|40.461626|40.461199|40.460419|40.460216|40.458853|40.458671|40.457569|40.457493|40.457602|40.457604|40.457163|40.456803|40.456679|40.456642|40.45659|40.456573|40.456526|40.455698|40.454284|40.454001|40.454356|40.454636|40.454936|40.455444|40.456061|40.4567|40.456938|40.457499|40.458087|40.458549|40.458879|40.459273|40.459696|40.460075|40.460236|40.46044|40.460628|40.460722|40.460754|40.461289|40.461587|40.462045|40.462694
0-EU-ES-28-07-001-079-07-005,Nuevos Ministerios-Ríos Rosas,8,-3.700348|-3.700243|-3.69861|-3.69643|-3.695567|-3.694535|-3.692938|-3.692721|-3.692469|-3.691611|-3.690705|-3.69082|-3.691067|-3.691339|-3.691678|-3.691635|-3.691448|-3.691414|-3.691267|-3.691187|-3.693795|-3.695389|-3.696562|-3.699461|-3.702863|-3.703976|-3.703955|-3.704011|-3.704058|-3.70409|-3.7041|-3.704109|-3.704133|-3.704161|-3.704226|-3.704244|-3.702946|-3.700902|-3.700348|40.438481|40.438479|40.438413|40.4383|40.438264|40.438209|40.438136|40.438124|40.438113|40.438072|40.438008|40.438354|40.439047|40.439971|40.440777|40.441291|40.443066|40.443558|40.445198|40.446208|40.446331|40.446409|40.446457|40.446621|40.446839|40.446912|40.446531|40.445619|40.444339|40.443545|40.443242|40.443008|40.442369|40.440933|40.439079|40.438652|40.438604|40.438505|40.438481
0-EU-ES-28-07-001-079-08-005,La Paz,8,-3.687097|-3.686538|-3.685728|-3.685556|-3.685397|-3.685258|-3.686511|-3.686846|-3.689264|-3.690966|-3.693355|-3.694197|-3.694559|-3.695823|-3.697098|-3.697483|-3.698037|-3.698218|-3.699631|-3.701066|-3.701709|-3.70243|-3.703302|-3.704016|-3.704937|-3.706657|-3.707506|-3.708321|-3.709252|-3.70845|-3.707404|-3.706696|-3.706146|-3.705863|-3.705312|-3.705034|-3.704371|-3.702581|-3.70212|-3.701686|-3.701192|-3.700623|-3.700149|-3.699349|-3.69874|-3.698443|-3.697866|-3.697136|-3.696397|-3.695715|-3.695371|-3.694817|-3.694186|-3.693849|-3.693036|-3.692516|-3.69198|-3.691628|-3.691326|-3.690886|-3.690182|-3.689392|-3.68914|-3.688725|-3.687239|-3.687097|40.474721|40.476914|40.480138|40.480871|40.482011|40.482227|40.482648|40.482777|40.483761|40.484443|40.485388|40.485721|40.485862|40.486473|40.487421|40.487994|40.489238|40.490109|40.489667|40.489214|40.488876|40.488413|40.487919|40.487648|40.48745|40.486969|40.48673|40.486373|40.48568|40.485042|40.484317|40.483818|40.483393|40.483113|40.482291|40.481528|40.479732|40.47472|40.473792|40.474178|40.474626|40.474874|40.474979|40.474987|40.474856|40.474708|40.474562|40.474565|40.474776|40.474795|40.474728|40.474616|40.474559|40.474582|40.474703|40.47476|40.474671|40.474594|40.474518|40.47448|40.474594|40.474757|40.474591|40.474412|40.474163|40.474721
0-EU-ES-28-07-001-079-08-008,Montecarmelo,8,-3.727963|-3.723349|-3.721063|-3.71919|-3.715853|-3.713825|-3.713156|-3.714628|-3.712663|-3.710504|-3.708082|-3.707083|-3.707091|-3.706261|-3.70536|-3.704269|-3.703255|-3.700666|-3.699626|-3.699085|-3.697418|-3.69618|-3.694123|-3.690596|-3.688184|-3.685537|-3.685099|-3.684274|-3.683418|-3.682894|-3.677551|-3.675628|-3.674877|-3.670745|-3.668797|-3.66627|-3.66512|-3.663533|-3.665666|-3.666919|-3.672397|-3.67494|-3.677997|-3.669615|-3.677822|-3.680331|-3.689094|-3.690856|-3.700479|-3.715705|-3.715702|-3.711289|-3.704922|-3.712058|-3.727605|-3.730066|-3.732532|-3.738439|-3.741879|-3.734585|-3.732858|-3.732117|-3.734458|-3.736778|-3.738258|-3.737266|-3.735162|-3.73411|-3.731404|-3.730247|-3.729496|-3.729045|-3.727963|40.494122|40.497998|40.501112|40.502447|40.504063|40.503322|40.503216|40.500662|40.499937|40.500095|40.500983|40.501293|40.500422|40.500416|40.500282|40.499896|40.499289|40.497501|40.49862|40.49906|40.500182|40.501579|40.504132|40.508321|40.507509|40.504906|40.511385|40.511793|40.512226|40.512376|40.513654|40.514115|40.514397|40.516139|40.517001|40.51872|40.519167|40.519783|40.52305|40.525007|40.524642|40.525577|40.526703|40.534687|40.542972|40.554575|40.570474|40.57048|40.578681|40.569612|40.563229|40.548506|40.539751|40.532711|40.527063|40.522862|40.52299|40.514174|40.5091|40.506747|40.50632|40.503829|40.502007|40.496059|40.493227|40.493067|40.492999|40.492715|40.492738|40.492899|40.493139|40.493367|40.494122
0-EU-ES-28-07-001-079-10-004,Aluche,8,-3.760811|-3.761992|-3.765073|-3.766804|-3.769385|-3.771612|-3.767343|-3.764289|-3.76187|-3.75928|-3.759159|-3.756591|-3.755921|-3.753495|-3.752491|-3.751258|-3.74941|-3.747857|-3.745387|-3.7447|-3.744568|-3.744028|-3.743575|-3.743499|-3.742939|-3.742221|-3.740884|-3.742788|-3.743365|-3.743564|-3.744756|-3.751833|-3.75253|-3.752965|-3.753749|-3.75443|-3.754692|-3.755164|-3.755741|-3.757844|-3.758433|-3.759245|-3.760811|40.402881|40.401366|40.399019|40.397603|40.395588|40.393848|40.390302|40.387731|40.385652|40.383684|40.384176|40.383786|40.383679|40.383545|40.383708|40.384221|40.385418|40.386408|40.387866|40.387942|40.388491|40.389581|40.390383|40.390488|40.391227|40.391993|40.392999|40.394456|40.394955|40.395478|40.395057|40.395941|40.396045|40.396044|40.395898|40.396843|40.397059|40.397366|40.397711|40.398695|40.3992|40.400449|40.402881
0-EU-ES-28-07-001-079-11-003,San Isidro,8,-3.732975|-3.732665|-3.732163|-3.73175|-3.731683|-3.727319|-3.724594|-3.719705|-3.718278|-3.717828|-3.716999|-3.71574|-3.715676|-3.715552|-3.714988|-3.715687|-3.71632|-3.718082|-3.719504|-3.720321|-3.721258|-3.721932|-3.722431|-3.722628|-3.722613|-3.724227|-3.724877|-3.724814|-3.725406|-3.725929|-3.726382|-3.726755|-3.727806|-3.728438|-3.729135|-3.729841|-3.733347|-3.734393|-3.735058|-3.737063|-3.737567|-3.7378|-3.737998|-3.738533|-3.738752|-3.739416|-3.740879|-3.740388|-3.740133|-3.739521|-3.738724|-3.737607|-3.737073|-3.736065|-3.735887|-3.735694|-3.735137|-3.734916|-3.734298|-3.733491|-3.732975|40.388978|40.388852|40.388653|40.388493|40.388486|40.391446|40.392961|40.395674|40.39647|40.396722|40.39719|40.397745|40.39791|40.398236|40.39958|40.399762|40.399951|40.399862|40.399794|40.40002|40.400621|40.401466|40.403544|40.404383|40.404571|40.404561|40.404538|40.405512|40.405444|40.405143|40.404746|40.404402|40.403758|40.403007|40.402569|40.402311|40.399584|40.398856|40.398322|40.396776|40.396325|40.396028|40.395801|40.394972|40.394653|40.394131|40.392995|40.392622|40.392455|40.392145|40.391754|40.391206|40.390946|40.390454|40.390403|40.390321|40.390235|40.390117|40.389658|40.389243|40.388978
0-EU-ES-28-07-001-079-11-001,Comillas,8,-3.715737|-3.715735|-3.715549|-3.715444|-3.715121|-3.715194|-3.715393|-3.715641|-3.715289|-3.715197|-3.715271|-3.715374|-3.715951|-3.716074|-3.716369|-3.716601|-3.716897|-3.717378|-3.717228|-3.715206|-3.713015|-3.711345|-3.708091|-3.706391|-3.704704|-3.70564|-3.709342|-3.710319|-3.711058|-3.71223|-3.713473|-3.714386|-3.714982|-3.715566|-3.715737|40.397743|40.397512|40.397065|40.396772|40.395838|40.395637|40.39509|40.394351|40.393196|40.392337|40.392015|40.391701|40.389921|40.389511|40.388659|40.387947|40.387053|40.385586|40.38543|40.387351|40.389436|40.390165|40.391549|40.393138|40.395003|40.395381|40.396459|40.396808|40.397201|40.39808|40.399021|40.399426|40.399585|40.398194|40.397743
0-EU-ES-28-07-001-079-11-004,Vista Alegre,8,-3.739481|-3.738736|-3.738518|-3.737976|-3.737111|-3.73655|-3.736289|-3.73478|-3.733762|-3.73298|-3.73175|-3.732146|-3.732969|-3.733105|-3.733721|-3.734303|-3.734928|-3.735135|-3.735694|-3.735895|-3.736065|-3.737318|-3.739785|-3.740144|-3.74037|-3.740882|-3.742221|-3.742929|-3.74358|-3.743991|-3.744282|-3.744565|-3.744696|-3.745387|-3.747979|-3.751252|-3.752486|-3.753491|-3.755911|-3.759151|-3.759268|-3.758628|-3.758077|-3.757204|-3.756765|-3.756615|-3.756117|-3.755816|-3.75561|-3.755121|-3.754536|-3.753839|-3.753242|-3.752205|-3.751214|-3.750098|-3.749461|-3.747939|-3.745842|-3.745401|-3.74525|-3.74493|-3.744439|-3.744203|-3.743457|-3.743214|-3.742899|-3.742206|-3.741386|-3.74187|-3.739744|-3.739481|40.384644|40.384831|40.384884|40.385017|40.385262|40.385414|40.385577|40.386504|40.387194|40.387682|40.388492|40.388645|40.388972|40.389043|40.389356|40.389656|40.390115|40.390226|40.390319|40.390402|40.390448|40.391059|40.392267|40.392454|40.392599|40.392985|40.391987|40.391232|40.39037|40.389635|40.389043|40.388484|40.387937|40.387861|40.386321|40.384221|40.383706|40.383541|40.383676|40.384169|40.383689|40.383097|40.382479|40.381145|40.38027|40.379977|40.378983|40.378437|40.37814|40.377773|40.377481|40.377138|40.376969|40.376777|40.376603|40.376408|40.377032|40.378357|40.380237|40.380443|40.380557|40.380654|40.380905|40.381085|40.381633|40.381778|40.381944|40.382161|40.382348|40.382935|40.384523|40.384644
0-EU-ES-28-07-001-079-15-001,Ventas,8,-3.626751|-3.628789|-3.629832|-3.632827|-3.634398|-3.639326|-3.640487|-3.644801|-3.645604|-3.645527|-3.645644|-3.646019|-3.646097|-3.646187|-3.646672|-3.648231|-3.648338|-3.651479|-3.654104|-3.655079|-3.655386|-3.656673|-3.659985|-3.660785|-3.660393|-3.660206|-3.659527|-3.659104|-3.658884|-3.658888|-3.658894|-3.655055|-3.654028|-3.651694|-3.650136|-3.649024|-3.645431|-3.643969|-3.640298|-3.637939|-3.632312|-3.630438|-3.628746|-3.627586|-3.626751|40.415845|40.417194|40.417893|40.419533|40.420406|40.42309|40.423781|40.426107|40.426554|40.427381|40.427978|40.429667|40.430145|40.430485|40.431108|40.433108|40.433082|40.432647|40.432286|40.432158|40.432112|40.431937|40.431474|40.431354|40.428072|40.426652|40.42376|40.421452|40.419821|40.418899|40.418697|40.417778|40.417497|40.416728|40.416104|40.415772|40.414881|40.414566|40.414391|40.414591|40.415188|40.415054|40.414714|40.414322|40.415845
0-EU-ES-28-07-001-079-15-003,Quintana,8,-3.655915|-3.655383|-3.652353|-3.648366|-3.648237|-3.647988|-3.646624|-3.645706|-3.638934|-3.638599|-3.637962|-3.635478|-3.636044|-3.636726|-3.637182|-3.638369|-3.64592|-3.64617|-3.646569|-3.65289|-3.653464|-3.654775|-3.655915|40.43454|40.432113|40.432528|40.433084|40.433109|40.433177|40.43382|40.434264|40.437546|40.437708|40.437852|40.438584|40.43938|40.440327|40.440958|40.442599|40.439396|40.438965|40.438022|40.43494|40.434663|40.434487|40.43454
0-EU-ES-28-07-001-079-15-006,San Juan Bautista,8,-3.653408|-3.654184|-3.654586|-3.655027|-3.656688|-3.658512|-3.659507|-3.660676|-3.663165|-3.662894|-3.662728|-3.662348|-3.661325|-3.66055|-3.655841|-3.648103|-3.651315|-3.651976|-3.653408|40.456071|40.456928|40.456791|40.456567|40.455733|40.454815|40.454313|40.453836|40.453135|40.451202|40.450127|40.448578|40.446092|40.444632|40.446196|40.449473|40.453669|40.454426|40.456071
0-EU-ES-28-07-001-079-17-002,San Cristóbal,8,-3.683591|-3.683986|-3.684121|-3.684414|-3.684786|-3.685293|-3.685935|-3.687016|-3.688033|-3.689887|-3.691975|-3.692991|-3.692687|-3.692582|-3.6925|-3.690206|-3.688586|-3.687332|-3.685815|-3.684747|-3.683949|-3.68379|-3.683616|-3.683501|-3.683591|-3.683591|40.351371|40.35053|40.349929|40.349466|40.348952|40.348411|40.347982|40.34745|40.347067|40.346592|40.346056|40.345825|40.342311|40.338978|40.332667|40.33318|40.333734|40.334432|40.335617|40.336959|40.338634|40.339405|40.342365|40.3455|40.350684|40.351371
0-EU-ES-28-07-001-079-17-005,Los Ángeles,8,-3.694013|-3.696706|-3.698536|-3.701914|-3.703516|-3.705144|-3.705537|-3.70719|-3.706956|-3.706677|-3.706252|-3.705453|-3.703455|-3.700509|-3.698914|-3.698269|-3.697115|-3.695757|-3.695037|-3.694389|-3.693887|-3.692997|-3.693157|-3.693348|-3.69351|-3.693927|-3.694013|40.364476|40.364439|40.364239|40.363593|40.36352|40.363642|40.362632|40.355821|40.354405|40.353735|40.353082|40.352278|40.350692|40.348562|40.347138|40.346707|40.346169|40.345856|40.345808|40.345789|40.345819|40.345835|40.353303|40.358908|40.360576|40.363777|40.364476
0-EU-ES-28-07-001-079-20-005,Rosas,8,-3.610314|-3.607427|-3.601229|-3.597297|-3.592463|-3.588177|-3.584088|-3.583122|-3.583024|-3.581645|-3.577947|-3.576827|-3.579151|-3.575011|-3.575498|-3.57592|-3.574005|-3.568355|-3.566293|-3.564426|-3.562878|-3.568093|-3.572453|-3.574535|-3.575596|-3.577871|-3.578776|-3.579933|-3.581944|-3.585848|-3.592857|-3.594357|-3.596219|-3.600503|-3.602003|-3.602624|-3.603258|-3.603556|-3.603679|-3.603886|-3.604862|-3.605819|-3.60556|-3.604986|-3.605233|-3.605738|-3.602637|-3.60227|-3.602207|-3.602573|-3.603995|-3.60541|-3.60646|-3.607941|-3.609761|-3.611404|-3.612175|-3.610881|-3.611511|-3.611639|-3.610863|-3.610725|-3.610314|40.413263|40.412533|40.411656|40.410852|40.409731|40.40839|40.414207|40.416058|40.418114|40.420677|40.425069|40.429925|40.433238|40.434461|40.43634|40.437328|40.438035|40.436304|40.437515|40.43796|40.438044|40.438307|40.438533|40.438701|40.439059|40.44038|40.440835|40.441241|40.441531|40.441851|40.442482|40.44259|40.442818|40.445318|40.446399|40.44696|40.447816|40.448426|40.448854|40.449828|40.449793|40.449764|40.449365|40.448003|40.447635|40.446948|40.44188|40.441052|40.440119|40.439138|40.437391|40.436149|40.435716|40.435163|40.434874|40.434642|40.434488|40.42901|40.426123|40.425547|40.418264|40.418034|40.413263
0-EU-ES-28-07-001-079-20-004,Arcos,8,-3.620315|-3.619596|-3.619094|-3.61753|-3.61246|-3.610723|-3.610742|-3.610875|-3.611642|-3.611649|-3.611542|-3.610904|-3.611257|-3.612307|-3.612567|-3.6133|-3.614913|-3.615098|-3.617995|-3.620799|-3.620377|-3.620704|-3.623575|-3.624126|-3.626546|-3.626304|-3.62394|-3.623324|-3.620315|40.413188|40.41432|40.414868|40.415626|40.417334|40.417915|40.418034|40.418265|40.425264|40.425557|40.426095|40.428959|40.428514|40.427573|40.427531|40.427958|40.428013|40.427989|40.426934|40.425334|40.424735|40.424616|40.423409|40.423157|40.422145|40.421817|40.418509|40.417644|40.413188
0-EU-ES-28-07-001-079-03-005,Jerónimos,8,-3.691609|-3.689173|-3.688837|-3.688695|-3.687075|-3.685869|-3.684661|-3.68218|-3.679338|-3.678836|-3.677794|-3.676401|-3.676313|-3.677615|-3.677805|-3.678781|-3.679337|-3.680038|-3.680836|-3.681849|-3.684194|-3.687606|-3.688181|-3.688796|-3.689323|-3.689972|-3.691377|-3.691983|-3.692398|-3.693108|-3.693278|-3.694266|-3.693733|-3.692279|-3.692149|-3.692127|-3.692073|-3.691609|40.408675|40.406993|40.406774|40.407029|40.406477|40.40631|40.406466|40.406931|40.407438|40.407498|40.409037|40.411073|40.411436|40.414942|40.415471|40.418242|40.419792|40.42167|40.421491|40.421305|40.420861|40.420227|40.420122|40.420011|40.419942|40.419853|40.419673|40.419597|40.419544|40.419497|40.418843|40.415273|40.413797|40.409614|40.409195|40.409186|40.408994|40.408675
