LOCATIONID,LOCATIONNAME,ZONELEVELID,geometry
0-EU-ES-28-07-001-079-08-004,Pilar,8,-3.703666|-3.70315|-3.70213|-3.702587|-3.703099|-3.704259|-3.70532|-3.705868|-3.706154|-3.706672|-3.707227|-3.708451|-3.709257|-3.709578|-3.710325|-3.711979|-3.712807|-3.714193|-3.71288|-3.714877|-3.716499|-3.716382|-3.716242|-3.715014|-3.714653|-3.714445|-3.714421|-3.713242|-3.712809|-3.712596|-3.712202|-3.711561|-3.710757|-3.704464|-3.703666|40.47231|40.472909|40.473792|40.474717|40.47616|40.479411|40.482294|40.483111|40.483396|40.483794|40.484188|40.485033|40.485673|40.485442|40.48495|40.483893|40.483469|40.483093|40.480353|40.479589|40.478889|40.478561|40.476909|40.473237|40.471248|40.470184|40.469689|40.468587|40.469403|40.470172|40.470719|40.471152|40.47135|40.471929|40.47231
0-EU-ES-28-07-001-079-08-009,Las Tablas,8,-3.682897|-3.680919|-3.679765|-3.679285|-3.677946|-3.67744|-3.677086|-3.675637|-3.674647|-3.673026|-3.672629|-3.672167|-3.671501|-3.670885|-3.670065|-3.668084|-3.665738|-3.664749|-3.663056|-3.661543|-3.660365|-3.658515|-3.658047|-3.658183|-3.658046|-3.657963|-3.658378|-3.659741|-3.661311|-3.663531|-3.666248|-3.668808|-3.670099|-3.671778|-3.674851|-3.675645|-3.682897|40.512377|40.504888|40.500578|40.499243|40.495335|40.493969|40.493148|40.491237|40.489414|40.488088|40.489619|40.490633|40.491657|40.492076|40.492953|40.49455|40.49647|40.49734|40.4989|40.500304|40.501635|40.503657|40.505371|40.508621|40.510393|40.510788|40.511809|40.514124|40.516377|40.519792|40.518726|40.517003|40.516421|40.515689|40.514405|40.514117|40.512377
0-EU-ES-28-07-001-079-14-003,Marroquina,8,-3.627622|-3.628761|-3.630453|-3.632307|-3.634101|-3.636288|-3.637965|-3.640307|-3.643981|-3.645459|-3.649082|-3.650143|-3.650688|-3.652313|-3.653912|-3.653116|-3.65267|-3.651664|-3.653023|-3.653023|-3.652756|-3.652448|-3.65228|-3.650952|-3.647477|-3.646167|-3.645221|-3.644208|-3.642819|-3.642161|-3.641685|-3.641198|-3.641076|-3.640482|-3.640144|-3.639939|-3.639733|-3.63957|-3.639486|-3.639407|-3.63937|-3.639046|-3.638483|-3.638022|-3.637609|-3.636748|-3.636409|-3.635496|-3.634326|-3.633359|-3.631399|-3.631075|-3.629791|-3.627622|40.414307|40.414706|40.415046|40.415181|40.414992|40.41475|40.414578|40.414386|40.414564|40.414885|40.415783|40.416085|40.415385|40.41387|40.412323|40.412231|40.41224|40.41226|40.409077|40.40889|40.408182|40.407671|40.40745|40.40574|40.407158|40.4077|40.408086|40.408512|40.409075|40.409352|40.409559|40.409771|40.409682|40.408888|40.40827|40.407861|40.407416|40.407071|40.406694|40.406197|40.405856|40.405933|40.405244|40.404772|40.40447|40.403955|40.403901|40.403755|40.403741|40.405089|40.407452|40.407981|40.410338|40.414307
0-EU-ES-28-07-001-079-09-005,Valdemarín,8,-3.762724|-3.762029|-3.764172|-3.764993|-3.765427|-3.765609|-3.768445|-3.771465|-3.774603|-3.776944|-3.778995|-3.780715|-3.781276|-3.784615|-3.787613|-3.790622|-3.792372|-3.793081|-3.794701|-3.79598|-3.798329|-3.799428|-3.799923|-3.800222|-3.801742|-3.80205|-3.800013|-3.800293|-3.789445|-3.777832|-3.768656|-3.764855|-3.76379|-3.762724|40.461213|40.463435|40.469662|40.471746|40.4729|40.473297|40.474028|40.474367|40.474453|40.474513|40.474522|40.474393|40.474361|40.473562|40.472703|40.471825|40.47092|40.470707|40.470243|40.46986|40.469601|40.469355|40.469244|40.469181|40.46867|40.468532|40.466496|40.465521|40.46425|40.46291|40.461888|40.461462|40.461338|40.461213
0-EU-ES-28-07-001-079-03-001,Pacífico,8,-3.688695|-3.688837|-3.688276|-3.687392|-3.683436|-3.684771|-3.683908|-3.682072|-3.680931|-3.679611|-3.678643|-3.677028|-3.676747|-3.67645|-3.674338|-3.673081|-3.670415|-3.670253|-3.670944|-3.672106|-3.672403|-3.674718|-3.675269|-3.677337|-3.678204|-3.678836|-3.679336|-3.682014|-3.684666|-3.685869|-3.68708|-3.688695|40.40703|40.406774|40.406539|40.406182|40.405112|40.402994|40.402743|40.401878|40.401364|40.400771|40.400316|40.399373|40.399131|40.399468|40.401805|40.403209|40.406236|40.406624|40.406714|40.406865|40.406904|40.407123|40.40717|40.407365|40.407453|40.407498|40.407438|40.406961|40.406465|40.406309|40.406479|40.40703
0-EU-ES-28-07-001-079-03-003,Estrella,8,-3.669126|-3.669415|-3.670117|-3.670182|-3.670257|-3.670056|-3.669323|-3.66536|-3.664269|-3.663903|-3.663052|-3.662778|-3.66192|-3.661133|-3.660177|-3.659866|-3.65954|-3.659225|-3.658943|-3.658906|-3.668934|-3.669079|-3.669087|-3.669126|40.420333|40.417023|40.407578|40.406952|40.406638|40.406626|40.406582|40.406268|40.40848|40.409203|40.410886|40.411343|40.412657|40.413842|40.415361|40.415875|40.416595|40.417323|40.417946|40.418713|40.421178|40.421166|40.421006|40.420333
0-EU-ES-28-07-001-079-05-001,El Viso,8,-3.678633|-3.681982|-3.68349|-3.684533|-3.685534|-3.686263|-3.6872|-3.688074|-3.68865|-3.688917|-3.689046|-3.689467|-3.689939|-3.690624|-3.690997|-3.691176|-3.691284|-3.691383|-3.691456|-3.691585|-3.691633|-3.691679|-3.691322|-3.690693|-3.689239|-3.686317|-3.680728|-3.679125|-3.678915|-3.678618|-3.6776|-3.678633|40.451646|40.45169|40.451753|40.451793|40.451835|40.451873|40.451904|40.451951|40.45199|40.45198|40.451944|40.451983|40.452014|40.452052|40.447855|40.44623|40.4449|40.44383|40.442903|40.441767|40.441271|40.440773|40.439969|40.438008|40.437947|40.437819|40.437562|40.437489|40.439798|40.44236|40.451637|40.451646
0-EU-ES-28-07-001-079-10-002,Puerta del Ángel,8,-3.72229|-3.72172|-3.721659|-3.722109|-3.722879|-3.722785|-3.72252|-3.722307|-3.7219|-3.72796|-3.729367|-3.729932|-3.731769|-3.73684|-3.7379|-3.741802|-3.741503|-3.741605|-3.741857|-3.742002|-3.74221|-3.742267|-3.74231|-3.740629|-3.739265|-3.738531|-3.737675|-3.736916|-3.73623|-3.735419|-3.734729|-3.733815|-3.730561|-3.730057|-3.728355|-3.727112|-3.726858|-3.726381|-3.726036|-3.725804|-3.725441|-3.725266|-3.725049|-3.724788|-3.723943|-3.723437|-3.72229|40.408529|40.408443|40.40913|40.410399|40.412846|40.414024|40.415207|40.416354|40.4174|40.415095|40.414568|40.414353|40.41365|40.41179|40.41141|40.40925|40.408653|40.407749|40.406508|40.405977|40.405627|40.405273|40.404563|40.404465|40.404315|40.404149|40.403993|40.403849|40.403833|40.40394|40.404123|40.404533|40.406346|40.406555|40.406889|40.407133|40.407221|40.40745|40.407691|40.407913|40.408442|40.408607|40.408692|40.408766|40.408767|40.408696|40.408529
0-EU-ES-28-07-001-079-09-006,El Plantío,8,-3.800299|-3.800019|-3.801092|-3.801911|-3.802057|-3.801752|-3.800229|-3.79931|-3.798345|-3.804125|-3.808022|-3.814238|-3.8272|-3.832227|-3.832793|-3.833679|-3.836648|-3.837469|-3.835985|-3.837576|-3.836784|-3.837338|-3.835124|-3.833433|-3.828965|-3.81529|-3.81|-3.802341|-3.802142|-3.801027|-3.799812|-3.79999|-3.800395|-3.801431|-3.801176|-3.80112|-3.800299|40.465524|40.466494|40.46757|40.468389|40.468531|40.46867|40.469183|40.469384|40.469608|40.470349|40.471469|40.473264|40.476975|40.478423|40.478632|40.478836|40.479744|40.475488|40.475189|40.472657|40.470691|40.466466|40.464323|40.464798|40.466348|40.463636|40.464107|40.461972|40.461813|40.46202|40.462275|40.462577|40.46302|40.463955|40.465133|40.465602|40.465524
0-EU-ES-28-07-001-079-16-005,Apóstol Santiago,8,-3.660453|-3.6613|-3.661943|-3.66249|-3.664141|-3.665092|-3.665645|-3.665717|-3.66533|-3.66527|-3.665079|-3.664366|-3.66356|-3.663483|-3.663424|-3.662949|-3.662602|-3.662181|-3.66089|-3.659082|-3.658497|-3.657873|-3.657539|-3.657238|-3.656937|-3.656273|-3.655894|-3.655501|-3.654721|-3.65427|-3.652611|-3.652013|-3.650059|-3.654073|-3.655788|-3.656826|-3.660453|40.483059|40.481922|40.481235|40.480707|40.479109|40.478021|40.477306|40.47608|40.474647|40.474346|40.473619|40.470875|40.467997|40.467753|40.467526|40.467634|40.467779|40.467996|40.469021|40.47047|40.470824|40.471187|40.471449|40.471795|40.472261|40.473262|40.473998|40.475001|40.476272|40.476972|40.47868|40.479297|40.481246|40.482024|40.482364|40.482524|40.483059
0-EU-ES-28-07-001-079-14-006,Vinateros,8,-3.639582|-3.64005|-3.640163|-3.640485|-3.641079|-3.641199|-3.641987|-3.642256|-3.642915|-3.643386|-3.644215|-3.644922|-3.645444|-3.646233|-3.646885|-3.650937|-3.651444|-3.650187|-3.648988|-3.647666|-3.646984|-3.645824|-3.644854|-3.644503|-3.644011|-3.643409|-3.642638|-3.641901|-3.641309|-3.640692|-3.640178|-3.639758|-3.638978|-3.63844|-3.636157|-3.634326|-3.635499|-3.636739|-3.637608|-3.638021|-3.63848|-3.639062|-3.639371|-3.63949|-3.639582|40.407079|40.40808|40.408297|40.408885|40.409679|40.40977|40.409426|40.409311|40.409035|40.408844|40.408504|40.408209|40.407993|40.407671|40.4074|40.40574|40.4056|40.405033|40.404494|40.403884|40.403638|40.403572|40.403552|40.403561|40.403289|40.403061|40.402766|40.40261|40.402556|40.402561|40.402526|40.402404|40.402079|40.401865|40.400943|40.403741|40.403751|40.403949|40.404463|40.404766|40.405238|40.405927|40.405846|40.406706|40.407079
0-EU-ES-28-07-001-079-04-004,Guindalera,8,-3.66221|-3.660787|-3.660634|-3.660575|-3.660047|-3.659973|-3.659701|-3.659353|-3.659208|-3.659191|-3.659479|-3.660135|-3.660556|-3.664007|-3.665198|-3.665744|-3.666934|-3.667611|-3.6689|-3.670389|-3.671327|-3.672984|-3.674892|-3.675491|-3.676789|-3.677245|-3.677501|-3.673349|-3.669243|-3.669032|-3.668685|-3.66786|-3.667273|-3.66594|-3.665214|-3.664132|-3.663596|-3.663226|-3.66221|40.431145|40.43136|40.432131|40.432376|40.434773|40.435106|40.436382|40.438497|40.439409|40.43993|40.441865|40.443784|40.444624|40.443507|40.442933|40.442643|40.442011|40.441612|40.440864|40.439946|40.439563|40.439194|40.438831|40.438573|40.437765|40.437582|40.43746|40.433413|40.428591|40.428367|40.428143|40.428512|40.428782|40.429434|40.429782|40.43033|40.430599|40.430789|40.431145
0-EU-ES-28-07-001-079-15-004,Concepción,8,-3.660786|-3.659653|-3.655383|-3.655915|-3.654775|-3.653462|-3.652808|-3.646575|-3.64635|-3.646178|-3.645924|-3.642481|-3.638374|-3.638771|-3.638962|-3.63951|-3.640361|-3.641025|-3.641802|-3.64332|-3.644885|-3.646189|-3.647026|-3.647705|-3.648656|-3.649397|-3.6497|-3.649783|-3.649848|-3.649916|-3.650073|-3.650653|-3.653914|-3.654022|-3.654387|-3.654667|-3.655381|-3.655561|-3.656099|-3.6577|-3.659685|-3.659818|-3.659951|-3.660767|-3.660786|40.43136|40.431527|40.432113|40.43454|40.434487|40.434665|40.43498|40.438028|40.438563|40.438971|40.439403|40.440856|40.4426|40.443169|40.443407|40.444067|40.444731|40.445058|40.445434|40.446158|40.446912|40.445315|40.44427|40.443438|40.442294|40.441449|40.440638|40.440341|40.440189|40.440072|40.439957|40.439605|40.438034|40.437884|40.436911|40.436151|40.435711|40.435443|40.435963|40.436141|40.436377|40.43575|40.435169|40.431453|40.43136
0-EU-ES-28-07-001-079-05-002,Prosperidad,8,-3.678903|-3.678934|-3.679125|-3.678541|-3.677701|-3.677501|-3.677243|-3.67679|-3.675487|-3.674885|-3.672965|-3.67132|-3.670384|-3.669373|-3.666912|-3.665215|-3.66401|-3.660546|-3.661324|-3.662358|-3.662453|-3.662621|-3.662735|-3.663177|-3.664439|-3.665528|-3.665507|-3.665477|-3.665296|-3.664942|-3.66579|-3.666566|-3.667096|-3.667948|-3.66854|-3.669449|-3.669621|-3.670787|-3.67343|-3.673869|-3.674187|-3.674676|-3.67593|-3.677084|-3.678327|-3.678735|-3.678903|40.439909|40.4396|40.43749|40.437452|40.437422|40.43746|40.437582|40.437764|40.438573|40.438831|40.439195|40.439565|40.439948|40.440571|40.442025|40.442923|40.443507|40.444626|40.446077|40.448578|40.449016|40.449666|40.450123|40.453117|40.45277|40.452478|40.452285|40.451852|40.451236|40.450399|40.449705|40.449078|40.448767|40.448307|40.447992|40.447282|40.447156|40.446343|40.444715|40.44443|40.4442|40.443779|40.442769|40.442113|40.441538|40.44136|40.439909
0-EU-ES-28-07-001-079-16-001,Palomas,8,-3.626482|-3.626318|-3.619886|-3.613533|-3.608866|-3.607698|-3.605833|-3.603894|-3.604218|-3.604804|-3.605367|-3.605536|-3.606572|-3.607656|-3.610539|-3.61228|-3.614706|-3.617425|-3.618672|-3.619014|-3.619513|-3.620043|-3.620595|-3.622549|-3.625674|-3.626035|-3.626465|-3.626607|-3.626626|-3.626482|40.4508|40.449535|40.449677|40.449701|40.449733|40.449744|40.449775|40.449832|40.451311|40.45224|40.452816|40.452957|40.45357|40.453993|40.454832|40.455405|40.456691|40.458119|40.456523|40.456158|40.455779|40.455461|40.455204|40.454489|40.45333|40.453107|40.452589|40.452196|40.45164|40.4508
0-EU-ES-28-07-001-079-15-007,Colina,8,-3.663782|-3.663434|-3.663164|-3.660679|-3.659505|-3.654572|-3.654184|-3.654893|-3.655783|-3.656289|-3.657823|-3.659207|-3.660317|-3.661156|-3.662059|-3.663144|-3.663814|-3.66299|-3.663313|-3.66349|-3.663833|-3.664312|-3.665016|-3.664676|-3.663892|-3.663782|40.456527|40.455128|40.453136|40.453836|40.454316|40.456802|40.456937|40.457772|40.458821|40.459416|40.460477|40.461431|40.462181|40.462751|40.463398|40.46245|40.461878|40.461211|40.460947|40.460798|40.460577|40.46032|40.460013|40.459304|40.456942|40.456527
0-EU-ES-28-07-001-079-10-003,Lucero,8,-3.744048|-3.743195|-3.742314|-3.74227|-3.742211|-3.742004|-3.741858|-3.741608|-3.741591|-3.741512|-3.741808|-3.742856|-3.750432|-3.750809|-3.75155|-3.754998|-3.75596|-3.757001|-3.759932|-3.760808|-3.760635|-3.759763|-3.758432|-3.757847|-3.755734|-3.755238|-3.754691|-3.754419|-3.753745|-3.752983|-3.752518|-3.750036|-3.744756|-3.743564|-3.743668|-3.744485|-3.744733|-3.744801|-3.744878|-3.744868|-3.744229|-3.744048|40.404543|40.404571|40.404563|40.405276|40.405634|40.405983|40.406519|40.407746|40.40791|40.408654|40.409246|40.409449|40.408401|40.408209|40.407872|40.406193|40.405726|40.4056|40.403982|40.4029|40.402628|40.401272|40.399204|40.398699|40.397717|40.39742|40.397068|40.396836|40.395909|40.39605|40.39605|40.395729|40.395064|40.395485|40.39582|40.399311|40.401113|40.402023|40.402428|40.403018|40.404082|40.404543
0-EU-ES-28-07-001-079-16-007,Virgen del Cortijo - Manoteras,8,-3.672579|-3.672648|-3.673133|-3.67319|-3.673437|-3.670721|-3.668258|-3.664929|-3.663282|-3.662654|-3.66246|-3.662043|-3.661858|-3.661641|-3.661456|-3.661327|-3.660622|-3.6605|-3.660382|-3.659893|-3.659198|-3.658232|-3.659743|-3.660273|-3.660607|-3.66088|-3.661915|-3.662501|-3.662913|-3.664621|-3.666021|-3.666222|-3.666308|-3.66689|-3.667081|-3.667205|-3.667921|-3.668312|-3.668818|-3.66925|-3.669697|-3.67022|-3.671181|-3.671504|-3.672151|-3.672579|40.489638|40.489322|40.48739|40.486233|40.484092|40.484117|40.484137|40.483736|40.483485|40.484115|40.484134|40.484169|40.484216|40.484318|40.484494|40.48469|40.485797|40.485983|40.486109|40.486453|40.486848|40.487419|40.489291|40.48962|40.489745|40.48978|40.489615|40.489662|40.489701|40.48948|40.489296|40.489691|40.49001|40.491041|40.491339|40.491607|40.491665|40.491869|40.491477|40.491266|40.491005|40.490745|40.490528|40.490672|40.490578|40.489638
0-EU-ES-28-07-001-079-15-005,San Pascual,8,-3.660531|-3.660119|-3.659806|-3.659467|-3.659396|-3.659295|-3.659182|-3.659199|-3.659259|-3.659447|-3.659529|-3.659678|-3.657981|-3.656097|-3.655562|-3.655382|-3.654672|-3.654105|-3.654023|-3.653914|-3.652302|-3.650647|-3.650076|-3.649918|-3.649853|-3.649787|-3.6497|-3.649402|-3.648768|-3.647932|-3.647342|-3.646314|-3.644894|-3.645069|-3.646188|-3.646433|-3.64809|-3.655828|-3.660531|40.44463|40.443774|40.442853|40.44186|40.441348|40.440629|40.439924|40.4394|40.439026|40.437782|40.437209|40.436385|40.436174|40.435966|40.435446|40.435712|40.436149|40.437677|40.437889|40.438034|40.438812|40.43961|40.439957|40.440074|40.440186|40.44034|40.440647|40.441456|40.442175|40.443169|40.443888|40.445171|40.446916|40.447007|40.447554|40.447725|40.449471|40.446197|40.44463
0-EU-ES-28-07-001-079-02-005,Delicias,8,-3.699255|-3.699086|-3.698969|-3.695498|-3.694701|-3.695036|-3.694445|-3.692481|-3.691045|-3.690191|-3.6889|-3.688503|-3.687247|-3.68476|-3.683921|-3.681091|-3.679716|-3.678798|-3.676422|-3.675332|-3.673464|-3.673566|-3.674144|-3.674841|-3.675749|-3.676749|-3.67704|-3.678665|-3.679872|-3.680053|-3.682066|-3.683844|-3.685031|-3.685874|-3.685518|-3.685717|-3.686171|-3.68664|-3.688135|-3.688612|-3.689548|-3.690978|-3.692517|-3.693038|-3.693959|-3.695922|-3.696653|-3.697309|-3.698519|-3.699255|40.40095|40.400598|40.400354|40.395344|40.394214|40.391365|40.391265|40.391924|40.392406|40.392694|40.393107|40.392418|40.392784|40.394048|40.393131|40.394587|40.39514|40.394287|40.392312|40.393072|40.394385|40.394804|40.395987|40.397095|40.398216|40.399115|40.399357|40.400306|40.400873|40.400957|40.401867|40.400665|40.401243|40.400675|40.400381|40.400341|40.40043|40.400465|40.400556|40.400582|40.400629|40.4007|40.400777|40.400814|40.400757|40.40085|40.400889|40.400919|40.40098|40.40095
0-EU-ES-28-07-001-079-14-004,Media Legua,8,-3.658923|-3.659847|-3.661068|-3.66298|-3.664243|-3.661728|-3.66124|-3.659004|-3.658029|-3.65685|-3.655937|-3.654843|-3.654019|-3.65182|-3.651224|-3.650966|-3.652446|-3.652759|-3.653032|-3.653038|-3.651668|-3.65311|-3.65393|-3.652174|-3.650687|-3.650143|-3.651682|-3.654029|-3.655068|-3.65664|-3.65887|-3.658923|40.417941|40.415873|40.413894|40.410994|40.408497|40.407845|40.40772|40.407167|40.406881|40.406658|40.406437|40.406079|40.405843|40.405498|40.405677|40.405744|40.407655|40.408178|40.40889|40.40907|40.41226|40.412231|40.412317|40.414019|40.415397|40.416096|40.416713|40.41749|40.417776|40.418166|40.418672|40.417941
0-EU-ES-28-07-001-079-03-004,Ibiza,8,-3.669148|-3.669103|-3.670829|-3.671296|-3.673093|-3.677021|-3.678036|-3.679499|-3.680036|-3.679203|-3.678162|-3.677803|-3.676286|-3.675278|-3.674203|-3.671976|-3.671591|-3.671574|-3.669458|-3.669148|40.420188|40.421194|40.421288|40.421312|40.421412|40.421621|40.421666|40.42173|40.421668|40.419425|40.416488|40.415465|40.415726|40.415863|40.416001|40.416317|40.416372|40.416685|40.416561|40.420188
0-EU-ES-28-07-001-079-03-006,Niño Jesús,8,-3.673065|-3.672405|-3.67208|-3.671712|-3.671168|-3.670904|-3.670256|-3.670187|-3.670161|-3.670065|-3.670032|-3.669898|-3.669715|-3.669458|-3.671574|-3.671591|-3.672301|-3.674093|-3.675304|-3.676288|-3.677803|-3.677437|-3.676958|-3.676595|-3.676312|-3.676402|-3.676909|-3.678352|-3.678698|-3.678836|-3.678212|-3.677011|-3.676691|-3.675701|-3.675571|-3.675179|-3.674901|-3.674416|-3.674176|-3.674015|-3.673709|-3.673206|-3.673065|40.406968|40.406905|40.406864|40.406817|40.406746|40.406717|40.406627|40.40699|40.407225|40.40837|40.408821|40.410747|40.413105|40.416561|40.416686|40.416371|40.41627|40.416014|40.415859|40.415725|40.415465|40.414462|40.413173|40.412195|40.411438|40.411072|40.410335|40.408212|40.407702|40.407498|40.407461|40.407338|40.407309|40.407214|40.407201|40.407165|40.407142|40.407096|40.407073|40.407059|40.40703|40.406982|40.406968
0-EU-ES-28-07-001-079-08-006,Tres Olivos - Valverde,8,-3.682841|-3.682897|-3.68341|-3.685097|-3.685499|-3.688145|-3.690576|-3.690662|-3.694337|-3.696434|-3.697429|-3.698975|-3.69976|-3.700632|-3.700789|-3.700926|-3.700919|-3.700624|-3.699174|-3.698718|-3.698189|-3.698027|-3.69747|-3.697075|-3.695841|-3.694563|-3.690149|-3.686714|-3.685267|-3.685033|-3.68406|-3.683087|-3.68237|-3.68012|-3.678146|-3.674252|-3.67347|-3.673276|-3.673166|-3.673095|-3.674656|-3.675669|-3.677107|-3.677698|-3.67954|-3.679692|-3.681406|-3.682841|40.512157|40.512371|40.51223|40.511386|40.50482|40.507437|40.508308|40.508212|40.503833|40.50128|40.500151|40.499114|40.498444|40.497488|40.497055|40.496427|40.495563|40.494778|40.493108|40.49236|40.490089|40.489265|40.488017|40.487416|40.4865|40.485875|40.484127|40.482727|40.482235|40.482545|40.482746|40.482851|40.482978|40.483523|40.483934|40.484014|40.484037|40.485758|40.487381|40.488115|40.48941|40.491261|40.493157|40.494537|40.499921|40.500244|40.506722|40.512157
0-EU-ES-28-07-001-079-09-002,Argüelles,8,-3.718419|-3.718347|-3.718278|-3.718969|-3.719293|-3.719334|-3.719498|-3.719443|-3.719655|-3.725727|-3.723434|-3.722722|-3.721772|-3.719966|-3.718565|-3.717189|-3.716593|-3.716175|-3.71517|-3.715213|-3.715279|-3.716436|-3.717057|-3.717574|-3.718526|-3.719573|-3.71818|-3.718113|-3.715896|-3.715525|-3.714177|-3.713267|-3.712748|-3.712036|-3.710879|-3.711601|-3.713791|-3.714186|-3.714512|-3.714961|-3.716109|-3.716387|-3.716837|-3.71764|-3.717995|-3.717348|-3.718419|40.434744|40.435147|40.435523|40.435619|40.435601|40.435539|40.435364|40.435186|40.435144|40.432594|40.430319|40.429595|40.428594|40.426701|40.42531|40.425219|40.42506|40.424788|40.42384|40.423181|40.422888|40.421889|40.421916|40.422304|40.422824|40.422725|40.421324|40.420266|40.420312|40.420321|40.421231|40.421853|40.42232|40.422722|40.423387|40.424189|40.427183|40.427737|40.42819|40.428816|40.430388|40.43077|40.431408|40.432514|40.432997|40.433239|40.434744
0-EU-ES-28-07-001-079-04-001,Recoletos,8,-3.6909|-3.691213|-3.691398|-3.692156|-3.692439|-3.692696|-3.693109|-3.692411|-3.690783|-3.689324|-3.688798|-3.688145|-3.686721|-3.685851|-3.683333|-3.682282|-3.680853|-3.680784|-3.6806|-3.680038|-3.680324|-3.680339|-3.680162|-3.680045|-3.679936|-3.679865|-3.681164|-3.683726|-3.685476|-3.687077|-3.689344|-3.690273|-3.690452|-3.690637|-3.6909|40.423962|40.42318|40.422797|40.421228|40.420448|40.419987|40.419497|40.419545|40.419748|40.41994|40.42001|40.420127|40.420393|40.420554|40.421023|40.421221|40.421489|40.421503|40.421543|40.42167|40.422576|40.422878|40.425304|40.426545|40.42797|40.428904|40.428967|40.429105|40.429185|40.429269|40.42941|40.425606|40.425019|40.424629|40.423962
0-EU-ES-28-07-001-079-04-003,Fuente del Berro,8,-3.658899|-3.658893|-3.65911|-3.659528|-3.660213|-3.660375|-3.660788|-3.662204|-3.663225|-3.663475|-3.665212|-3.666251|-3.66724|-3.668296|-3.668687|-3.668563|-3.66857|-3.668678|-3.668719|-3.668834|-3.668928|-3.665141|-3.658899|40.418712|40.419827|40.421456|40.423745|40.426655|40.427889|40.431359|40.431148|40.430788|40.430658|40.429781|40.429283|40.428795|40.428319|40.428139|40.428073|40.427429|40.425895|40.424865|40.422995|40.421185|40.420257|40.418712
0-EU-ES-28-07-001-079-06-003,Cuzco-Castillejos,8,-3.700141|-3.700648|-3.701062|-3.701303|-3.701499|-3.699234|-3.698677|-3.696901|-3.69526|-3.693806|-3.691433|-3.690754|-3.690244|-3.690225|-3.690124|-3.69004|-3.68998|-3.689914|-3.68977|-3.689551|-3.689421|-3.689394|-3.689367|-3.689363|-3.689966|-3.691558|-3.692724|-3.693865|-3.694469|-3.695494|-3.695749|-3.696075|-3.696319|-3.697054|-3.697485|-3.697734|-3.697859|-3.697948|-3.698209|-3.698317|-3.698465|-3.698583|-3.698764|-3.699296|-3.699549|-3.700141|40.458991|40.458547|40.458079|40.457756|40.457495|40.457023|40.4569|40.456498|40.456399|40.456327|40.45621|40.45617|40.456109|40.456392|40.457502|40.458397|40.45905|40.459724|40.461267|40.463611|40.464975|40.465425|40.465809|40.466028|40.465788|40.465394|40.465351|40.464965|40.464751|40.464381|40.46429|40.463983|40.463705|40.462847|40.462401|40.462048|40.461805|40.46161|40.461072|40.460852|40.460643|40.460435|40.460231|40.459733|40.459504|40.458991
0-EU-ES-28-07-001-079-10-007,Águilas,8,-3.787628|-3.78614|-3.785189|-3.784866|-3.784592|-3.783622|-3.782728|-3.782275|-3.781521|-3.7803|-3.775199|-3.770749|-3.766154|-3.762243|-3.761933|-3.761841|-3.757972|-3.757866|-3.757465|-3.756671|-3.755812|-3.755816|-3.755965|-3.756092|-3.756239|-3.757185|-3.75808|-3.758611|-3.759279|-3.761658|-3.76208|-3.764124|-3.764831|-3.766585|-3.771613|-3.776547|-3.781263|-3.784779|-3.787628|40.381653|40.380883|40.380357|40.380073|40.379759|40.377594|40.376437|40.375995|40.375615|40.375422|40.374624|40.373959|40.373224|40.372646|40.374462|40.374472|40.375504|40.376233|40.377022|40.378195|40.378431|40.378437|40.378709|40.378935|40.379227|40.381118|40.382486|40.383083|40.383687|40.385487|40.385835|40.387595|40.388185|40.38967|40.393848|40.390027|40.386422|40.383804|40.381653
0-EU-ES-28-07-001-079-14-005,Fontarrón,8,-3.665277|-3.661181|-3.65972|-3.657213|-3.655101|-3.654189|-3.65166|-3.648069|-3.647149|-3.646969|-3.644779|-3.642856|-3.639975|-3.639642|-3.639565|-3.636158|-3.639191|-3.639768|-3.640184|-3.640697|-3.641321|-3.64191|-3.642648|-3.643198|-3.644012|-3.644509|-3.644868|-3.645819|-3.646991|-3.647673|-3.648539|-3.651452|-3.651809|-3.654014|-3.654824|-3.655935|-3.656878|-3.658032|-3.658417|-3.65899|-3.661733|-3.664237|-3.665277|40.406388|40.406115|40.406005|40.405828|40.405208|40.404789|40.402667|40.399281|40.398486|40.398339|40.396541|40.395535|40.394752|40.395664|40.395876|40.400936|40.402165|40.402404|40.402522|40.402558|40.402555|40.402608|40.402767|40.402977|40.403287|40.403559|40.403549|40.403568|40.403635|40.403883|40.404287|40.405598|40.405491|40.405836|40.406065|40.406428|40.406659|40.406875|40.406988|40.407158|40.407838|40.408485|40.406388
0-EU-ES-28-07-001-079-15-009,Costillares,8,-3.66046|-3.663282|-3.66508|-3.666576|-3.668257|-3.673437|-3.673759|-3.674465|-3.674423|-3.673984|-3.673417|-3.672773|-3.672145|-3.671405|-3.670304|-3.668602|-3.667556|-3.663956|-3.663444|-3.663495|-3.664332|-3.665275|-3.665704|-3.665718|-3.665651|-3.665043|-3.664147|-3.662426|-3.661919|-3.661305|-3.66046|40.483059|40.483473|40.483745|40.483927|40.484126|40.484058|40.481716|40.478556|40.476893|40.474593|40.473484|40.472163|40.471444|40.470496|40.469097|40.466678|40.466826|40.467418|40.467534|40.467758|40.470715|40.474362|40.47609|40.476691|40.477306|40.478089|40.479109|40.48078|40.481268|40.481923|40.483059
